
=== 2026-09-19T03:07:58.164Z  node index.js --config thesisExperiment/configs/phase2/T2d_H_echo_chamber_conspiracy_believer.json
[Simulation]   Scoring node_6
[Simulation]   Scoring node_7

[Simulation] === Auditing: climate_consensus ===
[Simulation]   Scoring node_0
[node_0] Edge to node_2 deleted (trust collapsed)
[Simulation]   Scoring node_1
[node_1] Edge to node_3 deleted (trust collapsed)
[Simulation]   Scoring node_2
[node_2] Edge to node_0 deleted (trust collapsed)
[Simulation]   Scoring node_3
[node_3] Edge to node_1 deleted (trust collapsed)
[Simulation]   Scoring node_4
[node_4] Edge to node_0 deleted (trust collapsed)
[Simulation]   Scoring node_5
[Simulation]   Scoring node_6
[node_6] Edge to node_0 deleted (trust collapsed)
[Simulation]   Scoring node_7

[Simulation] === Auditing: polar_bears ===
[Simulation]   Scoring node_0
[Simulation]   Scoring node_1
[Simulation]   Scoring node_2
[Simulation]   Scoring node_3
[Simulation]   Scoring node_4
[Simulation]   Scoring node_5
[Simulation]   Scoring node_6
[Simulation]   Scoring node_7
[Simulation] LLM usage: 1692 calls, 781939 prompt / 98588 completion tokens ~$0.1764

[Simulation] Done. Results in: /workspace/thesisExperiment/runs_phase2/T2d_H_echo_chamber_conspiracy_believer_2026-09-19_03-07-58

═══ SUMMARY ═══

Article: scopex_2017
Node         Persona                      MPR    Severity
-----------------------------------------------------------------
node_0       conspiracy_believer          3.96   propaganda
node_1       conspiracy_believer          4.13   propaganda
node_2       conspiracy_believer          4.50   propaganda
node_3       conspiracy_believer          4.29   propaganda
node_4       conspiracy_believer          3.89   propaganda
node_5       conspiracy_believer          4.13   propaganda
node_6       conspiracy_believer          3.86   propaganda
node_7       conspiracy_believer          4.23   propaganda
  Gini coefficient:   0.028
  Structural virality: 1.500
  MI half-life tick:  3

Article: chemtrails_gates_2018_2021
Node         Persona                      MPR    Severity
-----------------------------------------------------------------
node_0       conspiracy_believer          0.00   factual_error
node_1       conspiracy_believer          0.00   factual_error
node_2       conspiracy_believer          0.00   factual_error
node_3       conspiracy_believer          0.00   factual_error
node_4       conspiracy_believer          0.00   factual_error
node_5       conspiracy_believer          0.00   factual_error
node_6       conspiracy_believer          0.00   factual_error
node_7       conspiracy_believer          0.00   factual_error
  Gini coefficient:   0.000
  Structural virality: 0.000

Article: sai_geoengineering
Node         Persona                      MPR    Severity
-----------------------------------------------------------------
node_0       conspiracy_believer          2.30   lie
node_1       conspiracy_believer          2.31   lie
node_2       conspiracy_believer          2.60   lie
node_3       conspiracy_believer          2.36   lie
node_4       conspiracy_believer          2.16   lie
node_5       conspiracy_believer          2.20   lie
node_6       conspiracy_believer          2.53   lie
node_7       conspiracy_believer          2.40   lie
  Gini coefficient:   0.034
  Structural virality: 1.500
  MI half-life tick:  5

Article: paris_agreement
Node         Persona                      MPR    Severity
-----------------------------------------------------------------
node_0       conspiracy_believer          4.41   propaganda
node_1       conspiracy_believer          4.63   propaganda
node_2       conspiracy_believer          4.16   propaganda
node_3       conspiracy_believer          4.82   propaganda
node_4       conspiracy_believer          4.53   propaganda
node_5       conspiracy_believer          4.64   propaganda
node_6       conspiracy_believer          4.71   propaganda
node_7       conspiracy_believer          4.33   propaganda
  Gini coefficient:   0.025
  Structural virality: 1.536
  MI half-life tick:  4

Article: climate_consensus
Node         Persona                      MPR    Severity
-----------------------------------------------------------------
node_0       conspiracy_believer          5.00   propaganda
node_1       conspiracy_believer          5.00   propaganda
node_2       conspiracy_believer          5.00   propaganda
node_3       conspiracy_believer          4.93   propaganda
node_4       conspiracy_believer          5.00   propaganda
node_5       conspiracy_believer          5.00   propaganda
node_6       conspiracy_believer          5.00   propaganda
node_7       conspiracy_believer          5.00   propaganda
  Gini coefficient:   0.002
  Structural virality: 1.536
  MI half-life tick:  3

Article: polar_bears
Node         Persona                      MPR    Severity
-----------------------------------------------------------------
node_0       conspiracy_believer          1.35   lie
node_1       conspiracy_believer          1.60   lie
node_2       conspiracy_believer          1.13   lie
node_3       conspiracy_believer          1.83   lie
node_4       conspiracy_believer          0.94   factual_error
node_5       conspiracy_believer          0.83   factual_error
node_6       conspiracy_believer          1.41   lie
node_7       conspiracy_believer          1.42   lie
  Gini coefficient:   0.133
  Structural virality: 1.571
  MI half-life tick:  6
