
=== 2026-09-19T02:50:24.004Z  node index.js --config thesisExperiment/configs/phase2/T2d_H_echo_chamber_climate_action_advocate.json
node_2       climate_action_advocate      0.16   factual_error
node_3       climate_action_advocate      0.00   factual_error
node_4       climate_action_advocate      0.06   factual_error
node_5       climate_action_advocate      0.13   factual_error
node_6       climate_action_advocate      0.06   factual_error
node_7       climate_action_advocate      0.00   factual_error
  Gini coefficient:   0.425
  Structural virality: 1.536

Article: climate_consensus
Node         Persona                      MPR    Severity
-----------------------------------------------------------------
node_0       climate_action_advocate      1.05   lie
node_1       climate_action_advocate      0.69   factual_error
node_2       climate_action_advocate      1.39   lie
node_3       climate_action_advocate      1.33   lie
node_4       climate_action_advocate      1.21   lie
node_5       climate_action_advocate      1.24   lie
node_6       climate_action_advocate      1.31   lie
node_7       climate_action_advocate      1.33   lie
  Gini coefficient:   0.088
  Structural virality: 1.464

Article: polar_bears
Node         Persona                      MPR    Severity
-----------------------------------------------------------------
node_0       climate_action_advocate      1.05   lie
node_1       climate_action_advocate      1.00   factual_error
node_2       climate_action_advocate      1.30   lie
node_3       climate_action_advocate      0.76   factual_error
node_4       climate_action_advocate      1.32   lie
node_5       climate_action_advocate      1.14   lie
node_6       climate_action_advocate      1.11   lie
node_7       climate_action_advocate      0.94   factual_error
  Gini coefficient:   0.090
  Structural virality: 1.571
