experiment,experimentName,topology,bpMix,articleId,status,totalEvents,maxEventMI,maxNetworkMeanMI,meanNodeMPR,maxNodeMPR,propagandaOccurred,kStar_network,firstMeanMiOver3,networkRecoveredAfterPropaganda,kStar_hop,giniCoefficient,structuralVirality,runDir,model
H,H_conspiracy_haarp_weather,linear_chain,homogeneous:conspiracy_haarp_weather,co2_fertilization,complete,8,3,3,2.25,3,false,,,false,,0.1528,3,H_conspiracy_haarp_weather_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_haarp_weather,linear_chain,homogeneous:conspiracy_haarp_weather,sea_level_rise,complete,8,3,3,2,3,false,,,false,,0.1875,3,H_conspiracy_haarp_weather_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_haarp_weather,linear_chain,homogeneous:conspiracy_haarp_weather,net_zero,complete,8,3,3,2.75,3,false,,,false,,0.0795,3,H_conspiracy_haarp_weather_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_haarp_weather,linear_chain,homogeneous:conspiracy_haarp_weather,attribution_extremes,complete,6,3,3,1.375,3,false,,,false,,0.0727,2,H_conspiracy_haarp_weather_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_believer,linear_chain,homogeneous:conspiracy_believer,scopex_2017,complete,8,5,5,3.125,5,true,6,6,false,5,0.305,3,H_conspiracy_believer_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_believer,linear_chain,homogeneous:conspiracy_believer,chemtrails_gates_2018_2021,complete,8,4,4,3.25,4,true,,1,true,0,0.1058,3,H_conspiracy_believer_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_believer,linear_chain,homogeneous:conspiracy_believer,sai_geoengineering,complete,8,4,4,1.75,4,true,,5,true,4,0.3036,3,H_conspiracy_believer_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_believer,linear_chain,homogeneous:conspiracy_believer,spice_uk_cancelled,complete,8,3,3,2.5,3,false,,,false,,0.1,3,H_conspiracy_believer_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_believer,linear_chain,homogeneous:conspiracy_believer,paris_agreement,complete,8,5,5,4.25,5,true,,1,true,0,0.1324,3,H_conspiracy_believer_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_believer,linear_chain,homogeneous:conspiracy_believer,climate_consensus,complete,8,5,5,5,5,true,1,1,false,0,0,3,H_conspiracy_believer_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_believer,linear_chain,homogeneous:conspiracy_believer,glaciers_retreat,complete,8,2,2,1.875,2,false,,,false,,0.0583,3,H_conspiracy_believer_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_believer,linear_chain,homogeneous:conspiracy_believer,polar_bears,complete,5,0,0,0,0,false,,,false,,0,1.6667,H_conspiracy_believer_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_believer,linear_chain,homogeneous:conspiracy_believer,co2_fertilization,complete,8,5,5,2.375,5,true,,7,true,6,0.2697,3,H_conspiracy_believer_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_believer,linear_chain,homogeneous:conspiracy_believer,sea_level_rise,complete,6,4,4,1.875,4,true,5,5,false,4,0.1067,2,H_conspiracy_believer_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_believer,linear_chain,homogeneous:conspiracy_believer,net_zero,complete,5,5,5,2.5,5,true,1,1,false,0,0,1.6667,H_conspiracy_believer_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_believer,linear_chain,homogeneous:conspiracy_believer,attribution_extremes,complete,1,0,0,0,0,false,,,false,,0,0,H_conspiracy_believer_2026-09-18_03-50-56,gpt-4o-mini
