experimentName,topology,articleId,nEvents,nScored,meanContinuousMI,llmCalls,status,miScoringMode,runDir
T2c_H_random_er_climate_scientist,random_er,climate_consensus,157,137,0.0,1018,complete,continuous,T2c_H_random_er_climate_scientist_2026-09-19_03-34-55
T2c_H_random_er_climate_scientist,random_er,polar_bears,158,78,0.0064,1018,complete,continuous,T2c_H_random_er_climate_scientist_2026-09-19_03-34-55
T2c_H_random_er_conspiracy_believer,random_er,scopex_2017,166,141,1.9468,951,complete,continuous,T2c_H_random_er_conspiracy_believer_2026-09-19_02-59-38
T2c_H_random_er_conspiracy_believer,random_er,chemtrails_gates_2018_2021,1,0,,951,complete,continuous,T2c_H_random_er_conspiracy_believer_2026-09-19_02-59-38
T2c_H_random_er_conspiracy_believer,random_er,sai_geoengineering,1,0,,951,complete,continuous,T2c_H_random_er_conspiracy_believer_2026-09-19_02-59-38
T2c_H_random_er_conspiracy_believer,random_er,paris_agreement,177,154,4.6026,951,complete,continuous,T2c_H_random_er_conspiracy_believer_2026-09-19_02-59-38
T2c_H_random_er_conspiracy_believer,random_er,climate_consensus,178,155,4.4839,951,complete,continuous,T2c_H_random_er_conspiracy_believer_2026-09-19_02-59-38
T2c_H_random_er_conspiracy_believer,random_er,polar_bears,176,150,0.05,951,complete,continuous,T2c_H_random_er_conspiracy_believer_2026-09-19_02-59-38
T2c_H_random_er_conspiracy_climate_piggyback,random_er,scopex_2017,188,169,2.0136,1544,complete,continuous,T2c_H_random_er_conspiracy_climate_piggyback_2026-09-19_03-00-50
T2c_H_random_er_conspiracy_climate_piggyback,random_er,chemtrails_gates_2018_2021,182,150,3.248,1544,complete,continuous,T2c_H_random_er_conspiracy_climate_piggyback_2026-09-19_03-00-50
T2c_H_random_er_conspiracy_climate_piggyback,random_er,sai_geoengineering,188,153,0.7647,1544,complete,continuous,T2c_H_random_er_conspiracy_climate_piggyback_2026-09-19_03-00-50
T2c_H_random_er_conspiracy_climate_piggyback,random_er,paris_agreement,184,156,2.1564,1544,complete,continuous,T2c_H_random_er_conspiracy_climate_piggyback_2026-09-19_03-00-50
T2c_H_random_er_conspiracy_climate_piggyback,random_er,climate_consensus,188,169,4.9734,1544,complete,continuous,T2c_H_random_er_conspiracy_climate_piggyback_2026-09-19_03-00-50
T2c_H_random_er_conspiracy_climate_piggyback,random_er,polar_bears,180,161,0.0,1544,complete,continuous,T2c_H_random_er_conspiracy_climate_piggyback_2026-09-19_03-00-50
T2c_H_random_er_conspiracy_depopulation,random_er,scopex_2017,142,118,1.0254,1136,complete,continuous,T2c_H_random_er_conspiracy_depopulation_2026-09-19_02-59-53
T2c_H_random_er_conspiracy_depopulation,random_er,chemtrails_gates_2018_2021,141,119,3.1017,1136,complete,continuous,T2c_H_random_er_conspiracy_depopulation_2026-09-19_02-59-53
T2c_H_random_er_conspiracy_depopulation,random_er,sai_geoengineering,142,115,0.1061,1136,complete,continuous,T2c_H_random_er_conspiracy_depopulation_2026-09-19_02-59-53
T2c_H_random_er_conspiracy_depopulation,random_er,paris_agreement,127,104,3.7019,1136,complete,continuous,T2c_H_random_er_conspiracy_depopulation_2026-09-19_02-59-53
T2c_H_random_er_conspiracy_depopulation,random_er,climate_consensus,139,125,4.904,1136,complete,continuous,T2c_H_random_er_conspiracy_depopulation_2026-09-19_02-59-53
T2c_H_random_er_conspiracy_depopulation,random_er,polar_bears,143,120,0.0,1136,complete,continuous,T2c_H_random_er_conspiracy_depopulation_2026-09-19_02-59-53
T2c_H_random_er_conspiracy_haarp_weather,random_er,scopex_2017,132,114,2.6412,570,complete,continuous,T2c_H_random_er_conspiracy_haarp_weather_2026-09-19_02-59-41
T2c_H_random_er_conspiracy_haarp_weather,random_er,chemtrails_gates_2018_2021,1,0,,570,complete,continuous,T2c_H_random_er_conspiracy_haarp_weather_2026-09-19_02-59-41
T2c_H_random_er_conspiracy_haarp_weather,random_er,sai_geoengineering,142,120,0.1458,570,complete,continuous,T2c_H_random_er_conspiracy_haarp_weather_2026-09-19_02-59-41
T2c_H_random_er_conspiracy_haarp_weather,random_er,paris_agreement,149,124,3.7798,570,complete,continuous,T2c_H_random_er_conspiracy_haarp_weather_2026-09-19_02-59-41
T2c_H_random_er_conspiracy_haarp_weather,random_er,climate_consensus,1,0,,570,complete,continuous,T2c_H_random_er_conspiracy_haarp_weather_2026-09-19_02-59-41
T2c_H_random_er_conspiracy_haarp_weather,random_er,polar_bears,1,0,,570,complete,continuous,T2c_H_random_er_conspiracy_haarp_weather_2026-09-19_02-59-41
T2c_H_random_er_environmental_concern,random_er,scopex_2017,137,113,0.0,828,complete,continuous,T2c_H_random_er_environmental_concern_2026-09-19_03-26-13
T2c_H_random_er_environmental_concern,random_er,chemtrails_gates_2018_2021,159,141,1.0071,828,complete,continuous,T2c_H_random_er_environmental_concern_2026-09-19_03-26-13
T2c_H_random_er_environmental_concern,random_er,sai_geoengineering,1,0,,828,complete,continuous,T2c_H_random_er_environmental_concern_2026-09-19_03-26-13
T2c_H_random_er_environmental_concern,random_er,paris_agreement,149,125,0.3008,828,complete,continuous,T2c_H_random_er_environmental_concern_2026-09-19_03-26-13
T2c_H_random_er_environmental_concern,random_er,climate_consensus,157,130,0.0615,828,complete,continuous,T2c_H_random_er_environmental_concern_2026-09-19_03-26-13
T2c_H_random_er_environmental_concern,random_er,polar_bears,1,0,,828,complete,continuous,T2c_H_random_er_environmental_concern_2026-09-19_03-26-13
T2c_H_random_er_mitigation_first_policy,random_er,scopex_2017,65,55,0.1,822,complete,continuous,T2c_H_random_er_mitigation_first_policy_2026-09-19_03-24-12
T2c_H_random_er_mitigation_first_policy,random_er,chemtrails_gates_2018_2021,144,123,0.0894,822,complete,continuous,T2c_H_random_er_mitigation_first_policy_2026-09-19_03-24-12
T2c_H_random_er_mitigation_first_policy,random_er,sai_geoengineering,139,119,0.0252,822,complete,continuous,T2c_H_random_er_mitigation_first_policy_2026-09-19_03-24-12
T2c_H_random_er_mitigation_first_policy,random_er,paris_agreement,131,116,0.0103,822,complete,continuous,T2c_H_random_er_mitigation_first_policy_2026-09-19_03-24-12
T2c_H_random_er_mitigation_first_policy,random_er,climate_consensus,1,0,,822,complete,continuous,T2c_H_random_er_mitigation_first_policy_2026-09-19_03-24-12
T2c_H_random_er_mitigation_first_policy,random_er,polar_bears,131,111,0.0045,822,complete,continuous,T2c_H_random_er_mitigation_first_policy_2026-09-19_03-24-12
T2c_H_random_er_ozone_stratosphere_specialist,random_er,scopex_2017,3,2,0.0,78,complete,continuous,T2c_H_random_er_ozone_stratosphere_specialist_2026-09-19_03-33-20
T2c_H_random_er_ozone_stratosphere_specialist,random_er,chemtrails_gates_2018_2021,1,0,,78,complete,continuous,T2c_H_random_er_ozone_stratosphere_specialist_2026-09-19_03-33-20
T2c_H_random_er_ozone_stratosphere_specialist,random_er,sai_geoengineering,21,17,0.0,78,complete,continuous,T2c_H_random_er_ozone_stratosphere_specialist_2026-09-19_03-33-20
T2c_H_random_er_ozone_stratosphere_specialist,random_er,paris_agreement,2,1,0.0,78,complete,continuous,T2c_H_random_er_ozone_stratosphere_specialist_2026-09-19_03-33-20
T2c_H_random_er_ozone_stratosphere_specialist,random_er,climate_consensus,1,0,,78,complete,continuous,T2c_H_random_er_ozone_stratosphere_specialist_2026-09-19_03-33-20
T2c_H_random_er_ozone_stratosphere_specialist,random_er,polar_bears,35,31,0.0,78,complete,continuous,T2c_H_random_er_ozone_stratosphere_specialist_2026-09-19_03-33-20
T2c_H_random_er_science_journalist,random_er,scopex_2017,158,138,0.0036,868,complete,continuous,T2c_H_random_er_science_journalist_2026-09-19_03-41-14
T2c_H_random_er_science_journalist,random_er,chemtrails_gates_2018_2021,159,97,0.0361,868,complete,continuous,T2c_H_random_er_science_journalist_2026-09-19_03-41-14
T2c_H_random_er_science_journalist,random_er,sai_geoengineering,158,20,0.0,868,complete,continuous,T2c_H_random_er_science_journalist_2026-09-19_03-41-14
T2c_H_random_er_science_journalist,random_er,paris_agreement,155,101,0.0099,868,complete,continuous,T2c_H_random_er_science_journalist_2026-09-19_03-41-14
T2c_H_random_er_science_journalist,random_er,climate_consensus,1,0,,868,complete,continuous,T2c_H_random_er_science_journalist_2026-09-19_03-41-14
T2c_H_random_er_science_journalist,random_er,polar_bears,146,123,0.0,868,complete,continuous,T2c_H_random_er_science_journalist_2026-09-19_03-41-14
T2c_H_small_world_biodiversity_food_security,small_world,scopex_2017,181,14,0.0,41,complete,continuous,T2c_H_small_world_biodiversity_food_security_2026-09-19_04-30-46
T2c_H_small_world_biodiversity_food_security,small_world,chemtrails_gates_2018_2021,1,0,,41,complete,continuous,T2c_H_small_world_biodiversity_food_security_2026-09-19_04-30-46
T2c_H_small_world_biodiversity_food_security,small_world,sai_geoengineering,180,8,0.1875,41,complete,continuous,T2c_H_small_world_biodiversity_food_security_2026-09-19_04-30-46
T2c_H_small_world_biodiversity_food_security,small_world,paris_agreement,181,8,0.0,41,complete,continuous,T2c_H_small_world_biodiversity_food_security_2026-09-19_04-30-46
T2c_H_small_world_biodiversity_food_security,small_world,climate_consensus,1,0,,41,complete,continuous,T2c_H_small_world_biodiversity_food_security_2026-09-19_04-30-46
T2c_H_small_world_biodiversity_food_security,small_world,polar_bears,1,0,,41,complete,continuous,T2c_H_small_world_biodiversity_food_security_2026-09-19_04-30-46
T2c_H_small_world_climate_action_advocate,small_world,scopex_2017,180,156,0.1026,856,complete,continuous,T2c_H_small_world_climate_action_advocate_2026-09-19_03-51-13
T2c_H_small_world_climate_action_advocate,small_world,chemtrails_gates_2018_2021,177,143,0.9266,856,complete,continuous,T2c_H_small_world_climate_action_advocate_2026-09-19_03-51-13
T2c_H_small_world_climate_action_advocate,small_world,sai_geoengineering,180,150,0.0073,856,complete,continuous,T2c_H_small_world_climate_action_advocate_2026-09-19_03-51-13
T2c_H_small_world_climate_action_advocate,small_world,paris_agreement,1,0,,856,complete,continuous,T2c_H_small_world_climate_action_advocate_2026-09-19_03-51-13
T2c_H_small_world_climate_action_advocate,small_world,climate_consensus,1,0,,856,complete,continuous,T2c_H_small_world_climate_action_advocate_2026-09-19_03-51-13
T2c_H_small_world_climate_action_advocate,small_world,polar_bears,159,138,0.0,856,complete,continuous,T2c_H_small_world_climate_action_advocate_2026-09-19_03-51-13
T2c_H_small_world_climate_justice_youth,small_world,scopex_2017,167,139,0.8129,948,complete,continuous,T2c_H_small_world_climate_justice_youth_2026-09-19_04-07-19
T2c_H_small_world_climate_justice_youth,small_world,chemtrails_gates_2018_2021,174,147,1.0068,948,complete,continuous,T2c_H_small_world_climate_justice_youth_2026-09-19_04-07-19
T2c_H_small_world_climate_justice_youth,small_world,sai_geoengineering,169,90,0.0,948,complete,continuous,T2c_H_small_world_climate_justice_youth_2026-09-19_04-07-19
T2c_H_small_world_climate_justice_youth,small_world,paris_agreement,181,16,0.0,948,complete,continuous,T2c_H_small_world_climate_justice_youth_2026-09-19_04-07-19
T2c_H_small_world_climate_justice_youth,small_world,climate_consensus,175,5,0.0,948,complete,continuous,T2c_H_small_world_climate_justice_youth_2026-09-19_04-07-19
T2c_H_small_world_climate_justice_youth,small_world,polar_bears,181,9,0.0556,948,complete,continuous,T2c_H_small_world_climate_justice_youth_2026-09-19_04-07-19
T2c_H_small_world_climate_scientist,small_world,scopex_2017,146,7,0.0,700,complete,continuous,T2c_H_small_world_climate_scientist_2026-09-19_04-30-51
T2c_H_small_world_climate_scientist,small_world,chemtrails_gates_2018_2021,170,104,0.0,700,complete,continuous,T2c_H_small_world_climate_scientist_2026-09-19_04-30-51
T2c_H_small_world_climate_scientist,small_world,sai_geoengineering,171,141,0.0014,700,complete,continuous,T2c_H_small_world_climate_scientist_2026-09-19_04-30-51
T2c_H_small_world_climate_scientist,small_world,paris_agreement,157,135,0.0222,700,complete,continuous,T2c_H_small_world_climate_scientist_2026-09-19_04-30-51
T2c_H_small_world_climate_scientist,small_world,climate_consensus,160,141,0.0,700,complete,continuous,T2c_H_small_world_climate_scientist_2026-09-19_04-30-51
T2c_H_small_world_climate_scientist,small_world,polar_bears,171,146,0.0,700,complete,continuous,T2c_H_small_world_climate_scientist_2026-09-19_04-30-51
T2c_H_small_world_conspiracy_believer,small_world,scopex_2017,160,132,2.072,1078,complete,continuous,T2c_H_small_world_conspiracy_believer_2026-09-19_03-43-57
T2c_H_small_world_conspiracy_believer,small_world,chemtrails_gates_2018_2021,160,134,3.1455,1078,complete,continuous,T2c_H_small_world_conspiracy_believer_2026-09-19_03-43-57
T2c_H_small_world_conspiracy_believer,small_world,sai_geoengineering,164,140,0.3779,1078,complete,continuous,T2c_H_small_world_conspiracy_believer_2026-09-19_03-43-57
T2c_H_small_world_conspiracy_believer,small_world,paris_agreement,1,0,,1078,complete,continuous,T2c_H_small_world_conspiracy_believer_2026-09-19_03-43-57
T2c_H_small_world_conspiracy_believer,small_world,climate_consensus,174,153,4.7712,1078,complete,continuous,T2c_H_small_world_conspiracy_believer_2026-09-19_03-43-57
T2c_H_small_world_conspiracy_believer,small_world,polar_bears,174,153,0.0,1078,complete,continuous,T2c_H_small_world_conspiracy_believer_2026-09-19_03-43-57
T2c_H_small_world_conspiracy_climate_piggyback,small_world,scopex_2017,174,149,1.4544,927,complete,continuous,T2c_H_small_world_conspiracy_climate_piggyback_2026-09-19_04-00-45
T2c_H_small_world_conspiracy_climate_piggyback,small_world,chemtrails_gates_2018_2021,164,137,3.2088,927,complete,continuous,T2c_H_small_world_conspiracy_climate_piggyback_2026-09-19_04-00-45
T2c_H_small_world_conspiracy_climate_piggyback,small_world,sai_geoengineering,1,0,,927,complete,continuous,T2c_H_small_world_conspiracy_climate_piggyback_2026-09-19_04-00-45
T2c_H_small_world_conspiracy_climate_piggyback,small_world,paris_agreement,174,155,2.6884,927,complete,continuous,T2c_H_small_world_conspiracy_climate_piggyback_2026-09-19_04-00-45
T2c_H_small_world_conspiracy_climate_piggyback,small_world,climate_consensus,1,0,,927,complete,continuous,T2c_H_small_world_conspiracy_climate_piggyback_2026-09-19_04-00-45
T2c_H_small_world_conspiracy_climate_piggyback,small_world,polar_bears,163,144,0.0,927,complete,continuous,T2c_H_small_world_conspiracy_climate_piggyback_2026-09-19_04-00-45
T2c_H_small_world_conspiracy_depopulation,small_world,scopex_2017,1,0,,890,complete,continuous,T2c_H_small_world_conspiracy_depopulation_2026-09-19_03-57-43
T2c_H_small_world_conspiracy_depopulation,small_world,chemtrails_gates_2018_2021,177,149,0.6913,890,complete,continuous,T2c_H_small_world_conspiracy_depopulation_2026-09-19_03-57-43
T2c_H_small_world_conspiracy_depopulation,small_world,sai_geoengineering,181,160,0.1094,890,complete,continuous,T2c_H_small_world_conspiracy_depopulation_2026-09-19_03-57-43
T2c_H_small_world_conspiracy_depopulation,small_world,paris_agreement,181,152,3.5803,890,complete,continuous,T2c_H_small_world_conspiracy_depopulation_2026-09-19_03-57-43
T2c_H_small_world_conspiracy_depopulation,small_world,climate_consensus,1,0,,890,complete,continuous,T2c_H_small_world_conspiracy_depopulation_2026-09-19_03-57-43
T2c_H_small_world_conspiracy_depopulation,small_world,polar_bears,181,156,0.0128,890,complete,continuous,T2c_H_small_world_conspiracy_depopulation_2026-09-19_03-57-43
T2c_H_small_world_conspiracy_haarp_weather,small_world,scopex_2017,169,140,2.6479,1355,complete,continuous,T2c_H_small_world_conspiracy_haarp_weather_2026-09-19_03-52-36
T2c_H_small_world_conspiracy_haarp_weather,small_world,chemtrails_gates_2018_2021,173,143,3.142,1355,complete,continuous,T2c_H_small_world_conspiracy_haarp_weather_2026-09-19_03-52-36
T2c_H_small_world_conspiracy_haarp_weather,small_world,sai_geoengineering,173,142,0.193,1355,complete,continuous,T2c_H_small_world_conspiracy_haarp_weather_2026-09-19_03-52-36
T2c_H_small_world_conspiracy_haarp_weather,small_world,paris_agreement,176,156,3.3115,1355,complete,continuous,T2c_H_small_world_conspiracy_haarp_weather_2026-09-19_03-52-36
T2c_H_small_world_conspiracy_haarp_weather,small_world,climate_consensus,169,136,4.9375,1355,complete,continuous,T2c_H_small_world_conspiracy_haarp_weather_2026-09-19_03-52-36
T2c_H_small_world_conspiracy_haarp_weather,small_world,polar_bears,175,153,0.0098,1355,complete,continuous,T2c_H_small_world_conspiracy_haarp_weather_2026-09-19_03-52-36
T2c_H_small_world_environmental_concern,small_world,scopex_2017,181,21,0.0238,299,complete,continuous,T2c_H_small_world_environmental_concern_2026-09-19_04-19-28
T2c_H_small_world_environmental_concern,small_world,chemtrails_gates_2018_2021,1,0,,299,complete,continuous,T2c_H_small_world_environmental_concern_2026-09-19_04-19-28
T2c_H_small_world_environmental_concern,small_world,sai_geoengineering,1,0,,299,complete,continuous,T2c_H_small_world_environmental_concern_2026-09-19_04-19-28
T2c_H_small_world_environmental_concern,small_world,paris_agreement,1,0,,299,complete,continuous,T2c_H_small_world_environmental_concern_2026-09-19_04-19-28
T2c_H_small_world_environmental_concern,small_world,climate_consensus,181,7,0.0,299,complete,continuous,T2c_H_small_world_environmental_concern_2026-09-19_04-19-28
T2c_H_small_world_environmental_concern,small_world,polar_bears,177,9,0.0,299,complete,continuous,T2c_H_small_world_environmental_concern_2026-09-19_04-19-28
T2c_H_small_world_mitigation_first_policy,small_world,scopex_2017,175,7,0.0,429,complete,continuous,T2c_H_small_world_mitigation_first_policy_2026-09-19_04-15-50
T2c_H_small_world_mitigation_first_policy,small_world,chemtrails_gates_2018_2021,178,4,0.05,429,complete,continuous,T2c_H_small_world_mitigation_first_policy_2026-09-19_04-15-50
T2c_H_small_world_mitigation_first_policy,small_world,sai_geoengineering,180,9,0.0,429,complete,continuous,T2c_H_small_world_mitigation_first_policy_2026-09-19_04-15-50
T2c_H_small_world_mitigation_first_policy,small_world,paris_agreement,180,8,0.0,429,complete,continuous,T2c_H_small_world_mitigation_first_policy_2026-09-19_04-15-50
T2c_H_small_world_mitigation_first_policy,small_world,climate_consensus,174,12,0.0,429,complete,continuous,T2c_H_small_world_mitigation_first_policy_2026-09-19_04-15-50
T2c_H_small_world_mitigation_first_policy,small_world,polar_bears,178,7,0.0,429,complete,continuous,T2c_H_small_world_mitigation_first_policy_2026-09-19_04-15-50
T2c_H_small_world_ozone_stratosphere_specialist,small_world,scopex_2017,181,6,0.0,284,complete,continuous,T2c_H_small_world_ozone_stratosphere_specialist_2026-09-19_04-20-38
T2c_H_small_world_ozone_stratosphere_specialist,small_world,chemtrails_gates_2018_2021,175,6,0.8333,284,complete,continuous,T2c_H_small_world_ozone_stratosphere_specialist_2026-09-19_04-20-38
T2c_H_small_world_ozone_stratosphere_specialist,small_world,sai_geoengineering,179,2,0.0,284,complete,continuous,T2c_H_small_world_ozone_stratosphere_specialist_2026-09-19_04-20-38
T2c_H_small_world_ozone_stratosphere_specialist,small_world,paris_agreement,166,6,0.0,284,complete,continuous,T2c_H_small_world_ozone_stratosphere_specialist_2026-09-19_04-20-38
T2c_H_small_world_ozone_stratosphere_specialist,small_world,climate_consensus,172,12,0.0,284,complete,continuous,T2c_H_small_world_ozone_stratosphere_specialist_2026-09-19_04-20-38
T2c_H_small_world_ozone_stratosphere_specialist,small_world,polar_bears,1,0,,284,complete,continuous,T2c_H_small_world_ozone_stratosphere_specialist_2026-09-19_04-20-38
T2c_H_small_world_science_journalist,small_world,scopex_2017,177,158,0.0,750,complete,continuous,T2c_H_small_world_science_journalist_2026-09-19_04-32-03
T2c_H_small_world_science_journalist,small_world,chemtrails_gates_2018_2021,175,154,0.0032,750,complete,continuous,T2c_H_small_world_science_journalist_2026-09-19_04-32-03
T2c_H_small_world_science_journalist,small_world,sai_geoengineering,177,152,0.0132,750,complete,continuous,T2c_H_small_world_science_journalist_2026-09-19_04-32-03
T2c_H_small_world_science_journalist,small_world,paris_agreement,1,0,,750,complete,continuous,T2c_H_small_world_science_journalist_2026-09-19_04-32-03
T2c_H_small_world_science_journalist,small_world,climate_consensus,1,0,,750,complete,continuous,T2c_H_small_world_science_journalist_2026-09-19_04-32-03
T2c_H_small_world_science_journalist,small_world,polar_bears,181,154,0.0032,750,complete,continuous,T2c_H_small_world_science_journalist_2026-09-19_04-32-03
T2c_H_scale_free_biodiversity_food_security,scale_free,scopex_2017,181,155,0.0677,1166,complete,continuous,T2c_H_scale_free_biodiversity_food_security_2026-09-19_04-32-40
T2c_H_scale_free_biodiversity_food_security,scale_free,chemtrails_gates_2018_2021,175,156,0.9968,1166,complete,continuous,T2c_H_scale_free_biodiversity_food_security_2026-09-19_04-32-40
T2c_H_scale_free_biodiversity_food_security,scale_free,sai_geoengineering,1,0,,1166,complete,continuous,T2c_H_scale_free_biodiversity_food_security_2026-09-19_04-32-40
T2c_H_scale_free_biodiversity_food_security,scale_free,paris_agreement,173,145,0.0497,1166,complete,continuous,T2c_H_scale_free_biodiversity_food_security_2026-09-19_04-32-40
T2c_H_scale_free_biodiversity_food_security,scale_free,climate_consensus,180,155,0.2142,1166,complete,continuous,T2c_H_scale_free_biodiversity_food_security_2026-09-19_04-32-40
T2c_H_scale_free_biodiversity_food_security,scale_free,polar_bears,180,162,0.0,1166,complete,continuous,T2c_H_scale_free_biodiversity_food_security_2026-09-19_04-32-40
T2c_H_scale_free_climate_action_advocate,scale_free,scopex_2017,180,147,0.1293,1167,complete,continuous,T2c_H_scale_free_climate_action_advocate_2026-09-19_03-57-46
T2c_H_scale_free_climate_action_advocate,scale_free,chemtrails_gates_2018_2021,177,154,0.8312,1167,complete,continuous,T2c_H_scale_free_climate_action_advocate_2026-09-19_03-57-46
T2c_H_scale_free_climate_action_advocate,scale_free,sai_geoengineering,181,150,0.3533,1167,complete,continuous,T2c_H_scale_free_climate_action_advocate_2026-09-19_03-57-46
T2c_H_scale_free_climate_action_advocate,scale_free,paris_agreement,180,148,0.0439,1167,complete,continuous,T2c_H_scale_free_climate_action_advocate_2026-09-19_03-57-46
T2c_H_scale_free_climate_action_advocate,scale_free,climate_consensus,179,159,0.261,1167,complete,continuous,T2c_H_scale_free_climate_action_advocate_2026-09-19_03-57-46
T2c_H_scale_free_climate_action_advocate,scale_free,polar_bears,1,0,,1167,complete,continuous,T2c_H_scale_free_climate_action_advocate_2026-09-19_03-57-46
T2c_H_scale_free_climate_justice_youth,scale_free,scopex_2017,178,149,0.2919,913,complete,continuous,T2c_H_scale_free_climate_justice_youth_2026-09-19_04-01-22
T2c_H_scale_free_climate_justice_youth,scale_free,chemtrails_gates_2018_2021,175,146,0.9452,913,complete,continuous,T2c_H_scale_free_climate_justice_youth_2026-09-19_04-01-22
T2c_H_scale_free_climate_justice_youth,scale_free,sai_geoengineering,1,0,,913,complete,continuous,T2c_H_scale_free_climate_justice_youth_2026-09-19_04-01-22
T2c_H_scale_free_climate_justice_youth,scale_free,paris_agreement,1,0,,913,complete,continuous,T2c_H_scale_free_climate_justice_youth_2026-09-19_04-01-22
T2c_H_scale_free_climate_justice_youth,scale_free,climate_consensus,179,149,0.1007,913,complete,continuous,T2c_H_scale_free_climate_justice_youth_2026-09-19_04-01-22
T2c_H_scale_free_climate_justice_youth,scale_free,polar_bears,179,143,0.0035,913,complete,continuous,T2c_H_scale_free_climate_justice_youth_2026-09-19_04-01-22
T2c_H_scale_free_climate_scientist,scale_free,scopex_2017,179,153,0.0,1481,complete,continuous,T2c_H_scale_free_climate_scientist_2026-09-19_04-40-48
T2c_H_scale_free_climate_scientist,scale_free,chemtrails_gates_2018_2021,180,156,0.1026,1481,complete,continuous,T2c_H_scale_free_climate_scientist_2026-09-19_04-40-48
T2c_H_scale_free_climate_scientist,scale_free,sai_geoengineering,179,156,0.0064,1481,complete,continuous,T2c_H_scale_free_climate_scientist_2026-09-19_04-40-48
T2c_H_scale_free_climate_scientist,scale_free,paris_agreement,183,157,0.0255,1481,complete,continuous,T2c_H_scale_free_climate_scientist_2026-09-19_04-40-48
T2c_H_scale_free_climate_scientist,scale_free,climate_consensus,176,147,0.0,1481,complete,continuous,T2c_H_scale_free_climate_scientist_2026-09-19_04-40-48
T2c_H_scale_free_climate_scientist,scale_free,polar_bears,179,150,0.0,1481,complete,continuous,T2c_H_scale_free_climate_scientist_2026-09-19_04-40-48
T2c_H_scale_free_conspiracy_believer,scale_free,scopex_2017,163,138,1.9246,1083,complete,continuous,T2c_H_scale_free_conspiracy_believer_2026-09-19_03-35-38
T2c_H_scale_free_conspiracy_believer,scale_free,chemtrails_gates_2018_2021,165,132,3.1606,1083,complete,continuous,T2c_H_scale_free_conspiracy_believer_2026-09-19_03-35-38
T2c_H_scale_free_conspiracy_believer,scale_free,sai_geoengineering,167,51,0.1588,1083,complete,continuous,T2c_H_scale_free_conspiracy_believer_2026-09-19_03-35-38
T2c_H_scale_free_conspiracy_believer,scale_free,paris_agreement,145,24,3.5917,1083,complete,continuous,T2c_H_scale_free_conspiracy_believer_2026-09-19_03-35-38
T2c_H_scale_free_conspiracy_believer,scale_free,climate_consensus,152,118,4.9958,1083,complete,continuous,T2c_H_scale_free_conspiracy_believer_2026-09-19_03-35-38
T2c_H_scale_free_conspiracy_believer,scale_free,polar_bears,168,145,0.131,1083,complete,continuous,T2c_H_scale_free_conspiracy_believer_2026-09-19_03-35-38
T2c_H_scale_free_conspiracy_climate_piggyback,scale_free,scopex_2017,1,0,,1176,complete,continuous,T2c_H_scale_free_conspiracy_climate_piggyback_2026-09-19_03-57-14
T2c_H_scale_free_conspiracy_climate_piggyback,scale_free,chemtrails_gates_2018_2021,182,159,2.6082,1176,complete,continuous,T2c_H_scale_free_conspiracy_climate_piggyback_2026-09-19_03-57-14
T2c_H_scale_free_conspiracy_climate_piggyback,scale_free,sai_geoengineering,178,154,0.6747,1176,complete,continuous,T2c_H_scale_free_conspiracy_climate_piggyback_2026-09-19_03-57-14
T2c_H_scale_free_conspiracy_climate_piggyback,scale_free,paris_agreement,183,156,1.7647,1176,complete,continuous,T2c_H_scale_free_conspiracy_climate_piggyback_2026-09-19_03-57-14
T2c_H_scale_free_conspiracy_climate_piggyback,scale_free,climate_consensus,181,156,4.9679,1176,complete,continuous,T2c_H_scale_free_conspiracy_climate_piggyback_2026-09-19_03-57-14
T2c_H_scale_free_conspiracy_climate_piggyback,scale_free,polar_bears,182,152,0.0,1176,complete,continuous,T2c_H_scale_free_conspiracy_climate_piggyback_2026-09-19_03-57-14
T2c_H_scale_free_conspiracy_depopulation,scale_free,scopex_2017,174,150,2.222,1101,complete,continuous,T2c_H_scale_free_conspiracy_depopulation_2026-09-19_03-35-38
T2c_H_scale_free_conspiracy_depopulation,scale_free,chemtrails_gates_2018_2021,170,149,2.957,1101,complete,continuous,T2c_H_scale_free_conspiracy_depopulation_2026-09-19_03-35-38
T2c_H_scale_free_conspiracy_depopulation,scale_free,sai_geoengineering,170,144,0.0174,1101,complete,continuous,T2c_H_scale_free_conspiracy_depopulation_2026-09-19_03-35-38
T2c_H_scale_free_conspiracy_depopulation,scale_free,paris_agreement,172,145,3.7434,1101,complete,continuous,T2c_H_scale_free_conspiracy_depopulation_2026-09-19_03-35-38
T2c_H_scale_free_conspiracy_depopulation,scale_free,climate_consensus,1,0,,1101,complete,continuous,T2c_H_scale_free_conspiracy_depopulation_2026-09-19_03-35-38
T2c_H_scale_free_conspiracy_depopulation,scale_free,polar_bears,172,84,0.1905,1101,complete,continuous,T2c_H_scale_free_conspiracy_depopulation_2026-09-19_03-35-38
T2c_H_scale_free_conspiracy_haarp_weather,scale_free,scopex_2017,170,150,2.0953,1133,complete,continuous,T2c_H_scale_free_conspiracy_haarp_weather_2026-09-19_03-35-38
T2c_H_scale_free_conspiracy_haarp_weather,scale_free,chemtrails_gates_2018_2021,175,150,3.18,1133,complete,continuous,T2c_H_scale_free_conspiracy_haarp_weather_2026-09-19_03-35-38
