slice,config,experimentName,persona_or_mix,articleId,topology,miScoringMode,numNodes,maxTicks,maxHops,nReplicates,status,dead,hatch,nScored,meanMI,meanNodeMPR,reason,runDir
T2c_H,thesisExperiment/configs/phase2/T2c_H_linear_chain_biodiversity_food_security.json,T2c_H_linear_chain_biodiversity_food_security,biodiversity_food_security,scopex_2017,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_02.json,T2c_He_linear_chain_mix_02,mix_02,paris_agreement,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_02.json,T2c_He_linear_chain_mix_02,mix_02,climate_consensus,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_02.json,T2c_He_linear_chain_mix_02,mix_02,polar_bears,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_03.json,T2c_He_linear_chain_mix_03,mix_03,scopex_2017,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_03.json,T2c_He_linear_chain_mix_03,mix_03,chemtrails_gates_2018_2021,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_03.json,T2c_He_linear_chain_mix_03,mix_03,sai_geoengineering,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_03.json,T2c_He_linear_chain_mix_03,mix_03,paris_agreement,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_03.json,T2c_He_linear_chain_mix_03,mix_03,climate_consensus,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_03.json,T2c_He_linear_chain_mix_03,mix_03,polar_bears,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_04.json,T2c_He_linear_chain_mix_04,mix_04,scopex_2017,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_04.json,T2c_He_linear_chain_mix_04,mix_04,chemtrails_gates_2018_2021,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_04.json,T2c_He_linear_chain_mix_04,mix_04,sai_geoengineering,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_04.json,T2c_He_linear_chain_mix_04,mix_04,paris_agreement,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_04.json,T2c_He_linear_chain_mix_04,mix_04,climate_consensus,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_04.json,T2c_He_linear_chain_mix_04,mix_04,polar_bears,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_05.json,T2c_He_linear_chain_mix_05,mix_05,scopex_2017,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_05.json,T2c_He_linear_chain_mix_05,mix_05,chemtrails_gates_2018_2021,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_05.json,T2c_He_linear_chain_mix_05,mix_05,sai_geoengineering,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_05.json,T2c_He_linear_chain_mix_05,mix_05,paris_agreement,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_05.json,T2c_He_linear_chain_mix_05,mix_05,climate_consensus,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2c_He,thesisExperiment/configs/phase2/T2c_He_linear_chain_mix_05.json,T2c_He_linear_chain_mix_05,mix_05,polar_bears,linear_chain,continuous,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_biodiversity_food_security.json,T2d_H_linear_chain_biodiversity_food_security,biodiversity_food_security,scopex_2017,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_biodiversity_food_security.json,T2d_H_linear_chain_biodiversity_food_security,biodiversity_food_security,chemtrails_gates_2018_2021,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_biodiversity_food_security.json,T2d_H_linear_chain_biodiversity_food_security,biodiversity_food_security,sai_geoengineering,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_biodiversity_food_security.json,T2d_H_linear_chain_biodiversity_food_security,biodiversity_food_security,paris_agreement,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_biodiversity_food_security.json,T2d_H_linear_chain_biodiversity_food_security,biodiversity_food_security,climate_consensus,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_biodiversity_food_security.json,T2d_H_linear_chain_biodiversity_food_security,biodiversity_food_security,polar_bears,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_climate_action_advocate.json,T2d_H_linear_chain_climate_action_advocate,climate_action_advocate,scopex_2017,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_climate_action_advocate.json,T2d_H_linear_chain_climate_action_advocate,climate_action_advocate,chemtrails_gates_2018_2021,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_climate_action_advocate.json,T2d_H_linear_chain_climate_action_advocate,climate_action_advocate,sai_geoengineering,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_climate_action_advocate.json,T2d_H_linear_chain_climate_action_advocate,climate_action_advocate,paris_agreement,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_climate_action_advocate.json,T2d_H_linear_chain_climate_action_advocate,climate_action_advocate,climate_consensus,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_climate_action_advocate.json,T2d_H_linear_chain_climate_action_advocate,climate_action_advocate,polar_bears,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_climate_justice_youth.json,T2d_H_linear_chain_climate_justice_youth,climate_justice_youth,scopex_2017,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_climate_justice_youth.json,T2d_H_linear_chain_climate_justice_youth,climate_justice_youth,chemtrails_gates_2018_2021,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_climate_justice_youth.json,T2d_H_linear_chain_climate_justice_youth,climate_justice_youth,sai_geoengineering,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_climate_justice_youth.json,T2d_H_linear_chain_climate_justice_youth,climate_justice_youth,paris_agreement,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_climate_justice_youth.json,T2d_H_linear_chain_climate_justice_youth,climate_justice_youth,climate_consensus,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_climate_justice_youth.json,T2d_H_linear_chain_climate_justice_youth,climate_justice_youth,polar_bears,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_climate_scientist.json,T2d_H_linear_chain_climate_scientist,climate_scientist,scopex_2017,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_climate_scientist.json,T2d_H_linear_chain_climate_scientist,climate_scientist,chemtrails_gates_2018_2021,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_climate_scientist.json,T2d_H_linear_chain_climate_scientist,climate_scientist,sai_geoengineering,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_climate_scientist.json,T2d_H_linear_chain_climate_scientist,climate_scientist,paris_agreement,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_climate_scientist.json,T2d_H_linear_chain_climate_scientist,climate_scientist,climate_consensus,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_climate_scientist.json,T2d_H_linear_chain_climate_scientist,climate_scientist,polar_bears,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_conspiracy_believer.json,T2d_H_linear_chain_conspiracy_believer,conspiracy_believer,scopex_2017,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_conspiracy_believer.json,T2d_H_linear_chain_conspiracy_believer,conspiracy_believer,chemtrails_gates_2018_2021,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_conspiracy_believer.json,T2d_H_linear_chain_conspiracy_believer,conspiracy_believer,sai_geoengineering,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_conspiracy_believer.json,T2d_H_linear_chain_conspiracy_believer,conspiracy_believer,paris_agreement,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_conspiracy_believer.json,T2d_H_linear_chain_conspiracy_believer,conspiracy_believer,climate_consensus,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_conspiracy_believer.json,T2d_H_linear_chain_conspiracy_believer,conspiracy_believer,polar_bears,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_conspiracy_climate_piggyback.json,T2d_H_linear_chain_conspiracy_climate_piggyback,conspiracy_climate_piggyback,scopex_2017,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_conspiracy_climate_piggyback.json,T2d_H_linear_chain_conspiracy_climate_piggyback,conspiracy_climate_piggyback,chemtrails_gates_2018_2021,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_conspiracy_climate_piggyback.json,T2d_H_linear_chain_conspiracy_climate_piggyback,conspiracy_climate_piggyback,sai_geoengineering,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_conspiracy_climate_piggyback.json,T2d_H_linear_chain_conspiracy_climate_piggyback,conspiracy_climate_piggyback,paris_agreement,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_conspiracy_climate_piggyback.json,T2d_H_linear_chain_conspiracy_climate_piggyback,conspiracy_climate_piggyback,climate_consensus,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_conspiracy_climate_piggyback.json,T2d_H_linear_chain_conspiracy_climate_piggyback,conspiracy_climate_piggyback,polar_bears,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_conspiracy_depopulation.json,T2d_H_linear_chain_conspiracy_depopulation,conspiracy_depopulation,scopex_2017,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_conspiracy_depopulation.json,T2d_H_linear_chain_conspiracy_depopulation,conspiracy_depopulation,chemtrails_gates_2018_2021,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_conspiracy_depopulation.json,T2d_H_linear_chain_conspiracy_depopulation,conspiracy_depopulation,sai_geoengineering,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_conspiracy_depopulation.json,T2d_H_linear_chain_conspiracy_depopulation,conspiracy_depopulation,paris_agreement,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_conspiracy_depopulation.json,T2d_H_linear_chain_conspiracy_depopulation,conspiracy_depopulation,climate_consensus,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_conspiracy_depopulation.json,T2d_H_linear_chain_conspiracy_depopulation,conspiracy_depopulation,polar_bears,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_conspiracy_haarp_weather.json,T2d_H_linear_chain_conspiracy_haarp_weather,conspiracy_haarp_weather,scopex_2017,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_conspiracy_haarp_weather.json,T2d_H_linear_chain_conspiracy_haarp_weather,conspiracy_haarp_weather,chemtrails_gates_2018_2021,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_conspiracy_haarp_weather.json,T2d_H_linear_chain_conspiracy_haarp_weather,conspiracy_haarp_weather,sai_geoengineering,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_conspiracy_haarp_weather.json,T2d_H_linear_chain_conspiracy_haarp_weather,conspiracy_haarp_weather,paris_agreement,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_conspiracy_haarp_weather.json,T2d_H_linear_chain_conspiracy_haarp_weather,conspiracy_haarp_weather,climate_consensus,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_conspiracy_haarp_weather.json,T2d_H_linear_chain_conspiracy_haarp_weather,conspiracy_haarp_weather,polar_bears,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_environmental_concern.json,T2d_H_linear_chain_environmental_concern,environmental_concern,scopex_2017,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_environmental_concern.json,T2d_H_linear_chain_environmental_concern,environmental_concern,chemtrails_gates_2018_2021,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_environmental_concern.json,T2d_H_linear_chain_environmental_concern,environmental_concern,sai_geoengineering,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_environmental_concern.json,T2d_H_linear_chain_environmental_concern,environmental_concern,paris_agreement,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_environmental_concern.json,T2d_H_linear_chain_environmental_concern,environmental_concern,climate_consensus,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_environmental_concern.json,T2d_H_linear_chain_environmental_concern,environmental_concern,polar_bears,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_mitigation_first_policy.json,T2d_H_linear_chain_mitigation_first_policy,mitigation_first_policy,scopex_2017,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_mitigation_first_policy.json,T2d_H_linear_chain_mitigation_first_policy,mitigation_first_policy,chemtrails_gates_2018_2021,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_mitigation_first_policy.json,T2d_H_linear_chain_mitigation_first_policy,mitigation_first_policy,sai_geoengineering,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_mitigation_first_policy.json,T2d_H_linear_chain_mitigation_first_policy,mitigation_first_policy,paris_agreement,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_mitigation_first_policy.json,T2d_H_linear_chain_mitigation_first_policy,mitigation_first_policy,climate_consensus,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_mitigation_first_policy.json,T2d_H_linear_chain_mitigation_first_policy,mitigation_first_policy,polar_bears,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_ozone_stratosphere_specialist.json,T2d_H_linear_chain_ozone_stratosphere_specialist,ozone_stratosphere_specialist,scopex_2017,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_ozone_stratosphere_specialist.json,T2d_H_linear_chain_ozone_stratosphere_specialist,ozone_stratosphere_specialist,chemtrails_gates_2018_2021,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_ozone_stratosphere_specialist.json,T2d_H_linear_chain_ozone_stratosphere_specialist,ozone_stratosphere_specialist,sai_geoengineering,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_ozone_stratosphere_specialist.json,T2d_H_linear_chain_ozone_stratosphere_specialist,ozone_stratosphere_specialist,paris_agreement,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_ozone_stratosphere_specialist.json,T2d_H_linear_chain_ozone_stratosphere_specialist,ozone_stratosphere_specialist,climate_consensus,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_ozone_stratosphere_specialist.json,T2d_H_linear_chain_ozone_stratosphere_specialist,ozone_stratosphere_specialist,polar_bears,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_science_journalist.json,T2d_H_linear_chain_science_journalist,science_journalist,scopex_2017,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
T2d_H,thesisExperiment/configs/phase2/T2d_H_linear_chain_science_journalist.json,T2d_H_linear_chain_science_journalist,science_journalist,chemtrails_gates_2018_2021,linear_chain,dual,8,8,8,1,blocked_no_openai_key,True,yes,0,,,OPENAI_API_KEY missing; cell not run; do not read as mix immunises or MI=0,
