runDir,experimentName,slice,arm,topology,rest,miScoringMode,articleId,status,llmCalls,nEvents,nScored,dead,meanMI,meanNodeMPR,maxMI,meanDiscreteMI,meanContinuousMI,meanDualGap,meanAgreement,kStarDiscrete,kStarContinuous,kStarCensoredDiscrete,hatchStatus,hatchNote
T2c_H_echo_chamber_biodiversity_food_security_2026-09-19_04-43-08,T2c_H_echo_chamber_biodiversity_food_security,T2c_H,H,echo_chamber,biodiversity_food_security,continuous,climate_consensus,complete,1076,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_H_small_world_climate_action_advocate_2026-09-19_03-51-13,T2c_H_small_world_climate_action_advocate,T2c_H,H,small_world,climate_action_advocate,continuous,paris_agreement,complete,856,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_H_small_world_climate_action_advocate_2026-09-19_03-51-13,T2c_H_small_world_climate_action_advocate,T2c_H,H,small_world,climate_action_advocate,continuous,climate_consensus,complete,856,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_H_small_world_conspiracy_believer_2026-09-19_03-43-57,T2c_H_small_world_conspiracy_believer,T2c_H,H,small_world,conspiracy_believer,continuous,paris_agreement,complete,1078,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_H_small_world_conspiracy_climate_piggyback_2026-09-19_04-00-45,T2c_H_small_world_conspiracy_climate_piggyback,T2c_H,H,small_world,conspiracy_climate_piggyback,continuous,sai_geoengineering,complete,927,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_H_small_world_conspiracy_climate_piggyback_2026-09-19_04-00-45,T2c_H_small_world_conspiracy_climate_piggyback,T2c_H,H,small_world,conspiracy_climate_piggyback,continuous,climate_consensus,complete,927,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_H_small_world_conspiracy_depopulation_2026-09-19_03-57-43,T2c_H_small_world_conspiracy_depopulation,T2c_H,H,small_world,conspiracy_depopulation,continuous,scopex_2017,complete,890,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_H_small_world_conspiracy_depopulation_2026-09-19_03-57-43,T2c_H_small_world_conspiracy_depopulation,T2c_H,H,small_world,conspiracy_depopulation,continuous,climate_consensus,complete,890,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_H_small_world_environmental_concern_2026-09-19_04-19-28,T2c_H_small_world_environmental_concern,T2c_H,H,small_world,environmental_concern,continuous,chemtrails_gates_2018_2021,complete,299,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_H_small_world_environmental_concern_2026-09-19_04-19-28,T2c_H_small_world_environmental_concern,T2c_H,H,small_world,environmental_concern,continuous,sai_geoengineering,complete,299,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_H_small_world_environmental_concern_2026-09-19_04-19-28,T2c_H_small_world_environmental_concern,T2c_H,H,small_world,environmental_concern,continuous,paris_agreement,complete,299,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_H_small_world_ozone_stratosphere_specialist_2026-09-19_04-20-38,T2c_H_small_world_ozone_stratosphere_specialist,T2c_H,H,small_world,ozone_stratosphere_specialist,continuous,polar_bears,complete,284,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_H_small_world_science_journalist_2026-09-19_04-32-03,T2c_H_small_world_science_journalist,T2c_H,H,small_world,science_journalist,continuous,paris_agreement,complete,750,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_H_small_world_science_journalist_2026-09-19_04-32-03,T2c_H_small_world_science_journalist,T2c_H,H,small_world,science_journalist,continuous,climate_consensus,complete,750,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_echo_chamber_mix_00_2026-09-19_04-13-27,T2c_He_echo_chamber_mix_00,T2c_He,He,echo_chamber,mix_00,continuous,polar_bears,complete,771,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_echo_chamber_mix_01_2026-09-19_04-13-27,T2c_He_echo_chamber_mix_01,T2c_He,He,echo_chamber,mix_01,continuous,sai_geoengineering,complete,726,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_echo_chamber_mix_02_2026-09-19_04-13-27,T2c_He_echo_chamber_mix_02,T2c_He,He,echo_chamber,mix_02,continuous,paris_agreement,complete,597,160,1,true,0,0,0,,0,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_echo_chamber_mix_04_2026-09-19_04-30-04,T2c_He_echo_chamber_mix_04,T2c_He,He,echo_chamber,mix_04,continuous,climate_consensus,complete,57,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_hierarchical_mix_00_2026-09-19_04-14-39,T2c_He_hierarchical_mix_00,T2c_He,He,hierarchical,mix_00,continuous,scopex_2017,complete,44,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_hierarchical_mix_01_2026-09-19_04-14-39,T2c_He_hierarchical_mix_01,T2c_He,He,hierarchical,mix_01,continuous,paris_agreement,complete,39,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_hierarchical_mix_02_2026-09-19_04-15-22,T2c_He_hierarchical_mix_02,T2c_He,He,hierarchical,mix_02,continuous,scopex_2017,complete,128,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_hierarchical_mix_02_2026-09-19_04-15-22,T2c_He_hierarchical_mix_02,T2c_He,He,hierarchical,mix_02,continuous,paris_agreement,complete,128,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_hierarchical_mix_02_2026-09-19_04-15-22,T2c_He_hierarchical_mix_02,T2c_He,He,hierarchical,mix_02,continuous,polar_bears,complete,128,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_hierarchical_mix_03_2026-09-19_04-15-33,T2c_He_hierarchical_mix_03,T2c_He,He,hierarchical,mix_03,continuous,paris_agreement,complete,37,4,1,true,5,5,5,,5,,,,1,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_hierarchical_mix_03_2026-09-19_04-15-33,T2c_He_hierarchical_mix_03,T2c_He,He,hierarchical,mix_03,continuous,climate_consensus,complete,37,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_hierarchical_mix_04_2026-09-19_04-16-17,T2c_He_hierarchical_mix_04,T2c_He,He,hierarchical,mix_04,continuous,chemtrails_gates_2018_2021,complete,16,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_hierarchical_mix_04_2026-09-19_04-16-17,T2c_He_hierarchical_mix_04,T2c_He,He,hierarchical,mix_04,continuous,paris_agreement,complete,16,4,1,true,0,0,0,,0,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_hierarchical_mix_04_2026-09-19_04-16-17,T2c_He_hierarchical_mix_04,T2c_He,He,hierarchical,mix_04,continuous,climate_consensus,complete,16,4,1,true,0,0,0,,0,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_linear_chain_mix_03_2026-09-19_02-49-24,T2c_He_linear_chain_mix_03,T2c_He,He,linear_chain,mix_03,continuous,sai_geoengineering,complete,53,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_linear_chain_mix_03_2026-09-19_02-49-24,T2c_He_linear_chain_mix_03,T2c_He,He,linear_chain,mix_03,continuous,polar_bears,complete,53,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_linear_chain_mix_04_2026-09-19_02-50-57,T2c_He_linear_chain_mix_04,T2c_He,He,linear_chain,mix_04,continuous,climate_consensus,complete,78,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_linear_chain_mix_05_2026-09-19_02-51-10,T2c_He_linear_chain_mix_05,T2c_He,He,linear_chain,mix_05,continuous,climate_consensus,complete,66,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_polarized_mix_00_2026-09-19_04-17-42,T2c_He_polarized_mix_00,T2c_He,He,polarized,mix_00,continuous,paris_agreement,complete,529,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_polarized_mix_00_2026-09-19_04-17-42,T2c_He_polarized_mix_00,T2c_He,He,polarized,mix_00,continuous,climate_consensus,complete,529,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_polarized_mix_00_2026-09-19_04-17-42,T2c_He_polarized_mix_00,T2c_He,He,polarized,mix_00,continuous,polar_bears,complete,529,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_polarized_mix_01_2026-09-19_04-17-42,T2c_He_polarized_mix_01,T2c_He,He,polarized,mix_01,continuous,paris_agreement,complete,428,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_polarized_mix_02_2026-09-19_04-17-42,T2c_He_polarized_mix_02,T2c_He,He,polarized,mix_02,continuous,chemtrails_gates_2018_2021,complete,455,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_polarized_mix_02_2026-09-19_04-17-42,T2c_He_polarized_mix_02,T2c_He,He,polarized,mix_02,continuous,polar_bears,complete,455,107,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_polarized_mix_03_2026-09-19_04-17-42,T2c_He_polarized_mix_03,T2c_He,He,polarized,mix_03,continuous,scopex_2017,complete,486,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_polarized_mix_04_2026-09-19_04-18-19,T2c_He_polarized_mix_04,T2c_He,He,polarized,mix_04,continuous,scopex_2017,complete,509,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_polarized_mix_04_2026-09-19_04-18-19,T2c_He_polarized_mix_04,T2c_He,He,polarized,mix_04,continuous,polar_bears,complete,509,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_polarized_mix_05_2026-09-19_04-18-21,T2c_He_polarized_mix_05,T2c_He,He,polarized,mix_05,continuous,scopex_2017,complete,493,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_polarized_mix_05_2026-09-19_04-18-21,T2c_He_polarized_mix_05,T2c_He,He,polarized,mix_05,continuous,sai_geoengineering,complete,493,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_random_er_mix_00_2026-09-19_02-54-09,T2c_He_random_er_mix_00,T2c_He,He,random_er,mix_00,continuous,chemtrails_gates_2018_2021,complete,1148,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_random_er_mix_01_2026-09-19_02-54-39,T2c_He_random_er_mix_01,T2c_He,He,random_er,mix_01,continuous,climate_consensus,complete,795,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_random_er_mix_04_2026-09-19_03-11-03,T2c_He_random_er_mix_04,T2c_He,He,random_er,mix_04,continuous,chemtrails_gates_2018_2021,complete,646,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_random_er_mix_05_2026-09-19_03-14-24,T2c_He_random_er_mix_05,T2c_He,He,random_er,mix_05,continuous,chemtrails_gates_2018_2021,complete,399,3,1,true,0,0,0,,0,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_random_er_mix_05_2026-09-19_03-14-24,T2c_He_random_er_mix_05,T2c_He,He,random_er,mix_05,continuous,sai_geoengineering,complete,399,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_random_er_mix_05_2026-09-19_03-14-24,T2c_He_random_er_mix_05,T2c_He,He,random_er,mix_05,continuous,paris_agreement,complete,399,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_random_er_mix_05_2026-09-19_03-14-24,T2c_He_random_er_mix_05,T2c_He,He,random_er,mix_05,continuous,climate_consensus,complete,399,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_ring_mix_02_2026-09-19_02-52-45,T2c_He_ring_mix_02,T2c_He,He,ring,mix_02,continuous,polar_bears,complete,77,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_ring_mix_04_2026-09-19_02-53-12,T2c_He_ring_mix_04,T2c_He,He,ring,mix_04,continuous,chemtrails_gates_2018_2021,complete,71,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_ring_mix_05_2026-09-19_02-53-31,T2c_He_ring_mix_05,T2c_He,He,ring,mix_05,continuous,paris_agreement,complete,72,2,1,true,0,0,0,,0,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_scale_free_mix_00_2026-09-19_03-47-49,T2c_He_scale_free_mix_00,T2c_He,He,scale_free,mix_00,continuous,climate_consensus,complete,1091,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_scale_free_mix_01_2026-09-19_03-50-20,T2c_He_scale_free_mix_01,T2c_He,He,scale_free,mix_01,continuous,scopex_2017,complete,1191,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_scale_free_mix_03_2026-09-19_03-35-37,T2c_He_scale_free_mix_03,T2c_He,He,scale_free,mix_03,continuous,scopex_2017,complete,738,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_scale_free_mix_03_2026-09-19_03-35-37,T2c_He_scale_free_mix_03,T2c_He,He,scale_free,mix_03,continuous,sai_geoengineering,complete,738,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_scale_free_mix_03_2026-09-19_03-35-37,T2c_He_scale_free_mix_03,T2c_He,He,scale_free,mix_03,continuous,paris_agreement,complete,738,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_scale_free_mix_04_2026-09-19_04-02-50,T2c_He_scale_free_mix_04,T2c_He,He,scale_free,mix_04,continuous,paris_agreement,complete,1141,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_small_world_mix_00_2026-09-19_03-18-01,T2c_He_small_world_mix_00,T2c_He,He,small_world,mix_00,continuous,scopex_2017,complete,963,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_small_world_mix_00_2026-09-19_03-18-01,T2c_He_small_world_mix_00,T2c_He,He,small_world,mix_00,continuous,climate_consensus,complete,963,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_small_world_mix_01_2026-09-19_03-21-24,T2c_He_small_world_mix_01,T2c_He,He,small_world,mix_01,continuous,chemtrails_gates_2018_2021,complete,981,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_small_world_mix_01_2026-09-19_03-21-24,T2c_He_small_world_mix_01,T2c_He,He,small_world,mix_01,continuous,climate_consensus,complete,981,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2c_He_small_world_mix_03_2026-09-19_03-23-28,T2c_He_small_world_mix_03,T2c_He,He,small_world,mix_03,continuous,chemtrails_gates_2018_2021,complete,1201,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_echo_chamber_biodiversity_food_security_2026-09-19_02-50-24,T2d_H_echo_chamber_biodiversity_food_security,T2d_H,H,echo_chamber,biodiversity_food_security,dual,scopex_2017,complete,1372,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_echo_chamber_biodiversity_food_security_2026-09-19_02-50-24,T2d_H_echo_chamber_biodiversity_food_security,T2d_H,H,echo_chamber,biodiversity_food_security,dual,paris_agreement,complete,1372,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_echo_chamber_climate_action_advocate_2026-09-19_02-50-24,T2d_H_echo_chamber_climate_action_advocate,T2d_H,H,echo_chamber,climate_action_advocate,dual,chemtrails_gates_2018_2021,complete,1709,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_echo_chamber_climate_scientist_2026-09-19_02-50-24,T2d_H_echo_chamber_climate_scientist,T2d_H,H,echo_chamber,climate_scientist,dual,paris_agreement,complete,1778,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_echo_chamber_conspiracy_believer_2026-09-19_03-07-58,T2d_H_echo_chamber_conspiracy_believer,T2d_H,H,echo_chamber,conspiracy_believer,dual,chemtrails_gates_2018_2021,complete,1692,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_echo_chamber_environmental_concern_2026-09-19_03-32-51,T2d_H_echo_chamber_environmental_concern,T2d_H,H,echo_chamber,environmental_concern,dual,sai_geoengineering,complete,1745,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_echo_chamber_mitigation_first_policy_2026-09-19_03-38-45,T2d_H_echo_chamber_mitigation_first_policy,T2d_H,H,echo_chamber,mitigation_first_policy,dual,sai_geoengineering,complete,1437,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_echo_chamber_ozone_stratosphere_specialist_2026-09-19_03-40-35,T2d_H_echo_chamber_ozone_stratosphere_specialist,T2d_H,H,echo_chamber,ozone_stratosphere_specialist,dual,climate_consensus,complete,1293,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_echo_chamber_ozone_stratosphere_specialist_2026-09-19_03-40-35,T2d_H_echo_chamber_ozone_stratosphere_specialist,T2d_H,H,echo_chamber,ozone_stratosphere_specialist,dual,polar_bears,complete,1293,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_echo_chamber_science_journalist_2026-09-19_03-42-36,T2d_H_echo_chamber_science_journalist,T2d_H,H,echo_chamber,science_journalist,dual,chemtrails_gates_2018_2021,complete,1017,4,1,true,0,0,0,0,0,0,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_echo_chamber_science_journalist_2026-09-19_03-42-36,T2d_H_echo_chamber_science_journalist,T2d_H,H,echo_chamber,science_journalist,dual,climate_consensus,complete,1017,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_hierarchical_biodiversity_food_security_2026-09-19_03-55-30,T2d_H_hierarchical_biodiversity_food_security,T2d_H,H,hierarchical,biodiversity_food_security,dual,climate_consensus,complete,805,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_hierarchical_climate_action_advocate_2026-09-19_03-57-42,T2d_H_hierarchical_climate_action_advocate,T2d_H,H,hierarchical,climate_action_advocate,dual,sai_geoengineering,complete,664,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_hierarchical_climate_action_advocate_2026-09-19_03-57-42,T2d_H_hierarchical_climate_action_advocate,T2d_H,H,hierarchical,climate_action_advocate,dual,polar_bears,complete,664,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_hierarchical_climate_scientist_2026-09-19_03-58-00,T2d_H_hierarchical_climate_scientist,T2d_H,H,hierarchical,climate_scientist,dual,paris_agreement,complete,724,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_hierarchical_conspiracy_climate_piggyback_2026-09-19_04-05-59,T2d_H_hierarchical_conspiracy_climate_piggyback,T2d_H,H,hierarchical,conspiracy_climate_piggyback,dual,paris_agreement,complete,781,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_hierarchical_conspiracy_depopulation_2026-09-19_04-06-38,T2d_H_hierarchical_conspiracy_depopulation,T2d_H,H,hierarchical,conspiracy_depopulation,dual,sai_geoengineering,complete,521,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_hierarchical_conspiracy_depopulation_2026-09-19_04-06-38,T2d_H_hierarchical_conspiracy_depopulation,T2d_H,H,hierarchical,conspiracy_depopulation,dual,paris_agreement,complete,521,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_hierarchical_conspiracy_depopulation_2026-09-19_04-06-38,T2d_H_hierarchical_conspiracy_depopulation,T2d_H,H,hierarchical,conspiracy_depopulation,dual,polar_bears,complete,521,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_hierarchical_mitigation_first_policy_2026-09-19_04-16-30,T2d_H_hierarchical_mitigation_first_policy,T2d_H,H,hierarchical,mitigation_first_policy,dual,chemtrails_gates_2018_2021,complete,662,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_hierarchical_mitigation_first_policy_2026-09-19_04-16-30,T2d_H_hierarchical_mitigation_first_policy,T2d_H,H,hierarchical,mitigation_first_policy,dual,polar_bears,complete,662,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_hierarchical_ozone_stratosphere_specialist_2026-09-19_04-17-32,T2d_H_hierarchical_ozone_stratosphere_specialist,T2d_H,H,hierarchical,ozone_stratosphere_specialist,dual,polar_bears,complete,850,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_hierarchical_science_journalist_2026-09-19_04-20-14,T2d_H_hierarchical_science_journalist,T2d_H,H,hierarchical,science_journalist,dual,paris_agreement,complete,664,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_hierarchical_science_journalist_2026-09-19_04-20-14,T2d_H_hierarchical_science_journalist,T2d_H,H,hierarchical,science_journalist,dual,climate_consensus,complete,664,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_linear_chain_conspiracy_believer_2026-09-19_02-49-25,T2d_H_linear_chain_conspiracy_believer,T2d_H,H,linear_chain,conspiracy_believer,dual,paris_agreement,complete,100,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_linear_chain_conspiracy_climate_piggyback_2026-09-19_02-49-25,T2d_H_linear_chain_conspiracy_climate_piggyback,T2d_H,H,linear_chain,conspiracy_climate_piggyback,dual,scopex_2017,complete,116,2,1,true,1,1,1,1,1,0,1,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
