runDir,experimentName,slice,arm,topology,rest,scoringMode,startHourUtc,status,stateStatus,runs,llm_calls,http_errors,expected_attempts,attempt_accounting_delta,reinterpret_events,identity_rewrite_fallbacks,audit_eligible_events,scored_events,unscored_eligible_events,auditor_request_failures_derived,rewrite_caught_failures,auditor_caught_failed_events,logged_http_429,logged_other_http,logged_timeouts,logged_transport_errors,parse_fallbacks,schema_anomalies,aborted_selected_runs,raw_archive_state_drift,log_section_found
T2c_H_small_world_ozone_stratosphere_specialist_2026-09-19_04-20-38,T2c_H_small_world_ozone_stratosphere_specialist,T2c_H,H,small_world,ozone_stratosphere_specialist,continuous,2026-09-19T04:00Z,complete,complete,1,284,882,1166,0,434,182,732,32,700,,182,852,1034,0,0,0,0,0,0,0,1
T2c_H_small_world_science_journalist_2026-09-19_04-32-03,T2c_H_small_world_science_journalist,T2c_H,H,small_world,science_journalist,continuous,2026-09-19T04:00Z,complete,complete,1,750,243,993,0,375,243,618,618,0,,243,398,641,0,0,0,0,0,0,0,1
T2c_He_echo_chamber_mix_00_2026-09-19_04-13-27,T2c_He_echo_chamber_mix_00,T2c_He,He,echo_chamber,mix_00,continuous,2026-09-19T04:00Z,complete,complete,1,771,156,927,0,345,5,582,426,156,,0,156,156,0,0,0,0,0,0,0,1
T2c_He_echo_chamber_mix_01_2026-09-19_04-13-27,T2c_He_echo_chamber_mix_01,T2c_He,He,echo_chamber,mix_01,continuous,2026-09-19T04:00Z,complete,complete,1,726,196,922,0,342,0,580,384,196,,0,196,196,0,0,0,0,0,0,0,1
T2c_He_echo_chamber_mix_02_2026-09-19_04-13-27,T2c_He_echo_chamber_mix_02,T2c_He,He,echo_chamber,mix_02,continuous,2026-09-19T04:00Z,complete,complete,1,597,517,1114,0,426,0,688,171,517,,0,517,517,0,0,0,0,0,0,0,1
T2c_He_echo_chamber_mix_03_2026-09-19_04-13-27,T2c_He_echo_chamber_mix_03,T2c_He,He,echo_chamber,mix_03,continuous,2026-09-19T04:00Z,complete,complete,1,626,503,1129,0,423,17,706,203,503,,0,503,503,0,0,0,0,0,0,0,1
T2c_He_echo_chamber_mix_04_2026-09-19_04-30-04,T2c_He_echo_chamber_mix_04,T2c_He,He,echo_chamber,mix_04,continuous,2026-09-19T04:00Z,complete,complete,1,57,870,927,0,341,313,586,29,557,,313,1070,1383,0,0,0,0,0,0,0,1
T2c_He_echo_chamber_mix_05_2026-09-19_04-30-13,T2c_He_echo_chamber_mix_05,T2c_He,He,echo_chamber,mix_05,continuous,2026-09-19T04:00Z,complete,complete,1,176,927,1103,0,402,380,701,154,547,,380,902,1282,0,0,0,0,0,0,0,1
T2c_He_hierarchical_mix_00_2026-09-19_04-14-39,T2c_He_hierarchical_mix_00,T2c_He,He,hierarchical,mix_00,continuous,2026-09-19T04:00Z,complete,complete,1,44,0,44,0,15,0,29,29,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_hierarchical_mix_01_2026-09-19_04-14-39,T2c_He_hierarchical_mix_01,T2c_He,He,hierarchical,mix_01,continuous,2026-09-19T04:00Z,complete,complete,1,39,0,39,0,12,0,27,27,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_hierarchical_mix_02_2026-09-19_04-15-22,T2c_He_hierarchical_mix_02,T2c_He,He,hierarchical,mix_02,continuous,2026-09-19T04:00Z,complete,complete,1,128,0,128,0,48,0,80,80,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_hierarchical_mix_03_2026-09-19_04-15-33,T2c_He_hierarchical_mix_03,T2c_He,He,hierarchical,mix_03,continuous,2026-09-19T04:00Z,complete,complete,1,37,0,37,0,14,0,23,23,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_hierarchical_mix_04_2026-09-19_04-16-17,T2c_He_hierarchical_mix_04,T2c_He,He,hierarchical,mix_04,continuous,2026-09-19T04:00Z,complete,complete,1,16,0,16,0,4,0,12,12,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_hierarchical_mix_05_2026-09-19_04-16-36,T2c_He_hierarchical_mix_05,T2c_He,He,hierarchical,mix_05,continuous,2026-09-19T04:00Z,complete,complete,1,56,0,56,0,22,0,34,34,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_linear_chain_mix_00_2026-09-19_02-49-25,T2c_He_linear_chain_mix_00,T2c_He,He,linear_chain,mix_00,continuous,2026-09-19T02:00Z,complete,complete,1,79,0,79,0,38,0,41,41,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_linear_chain_mix_01_2026-09-19_02-49-25,T2c_He_linear_chain_mix_01,T2c_He,He,linear_chain,mix_01,continuous,2026-09-19T02:00Z,complete,complete,1,73,0,73,0,34,0,39,39,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_linear_chain_mix_02_2026-09-19_02-49-24,T2c_He_linear_chain_mix_02,T2c_He,He,linear_chain,mix_02,continuous,2026-09-19T02:00Z,complete,complete,1,86,0,86,0,40,0,46,46,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_linear_chain_mix_03_2026-09-19_02-49-24,T2c_He_linear_chain_mix_03,T2c_He,He,linear_chain,mix_03,continuous,2026-09-19T02:00Z,complete,complete,1,53,0,53,0,24,0,29,29,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_linear_chain_mix_04_2026-09-19_02-50-57,T2c_He_linear_chain_mix_04,T2c_He,He,linear_chain,mix_04,continuous,2026-09-19T02:00Z,complete,complete,1,78,0,78,0,38,0,40,40,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_linear_chain_mix_05_2026-09-19_02-51-10,T2c_He_linear_chain_mix_05,T2c_He,He,linear_chain,mix_05,continuous,2026-09-19T02:00Z,complete,complete,1,66,0,66,0,32,0,34,34,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_polarized_mix_00_2026-09-19_04-17-42,T2c_He_polarized_mix_00,T2c_He,He,polarized,mix_00,continuous,2026-09-19T04:00Z,complete,complete,1,529,0,529,0,198,1,331,331,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_polarized_mix_01_2026-09-19_04-17-42,T2c_He_polarized_mix_01,T2c_He,He,polarized,mix_01,continuous,2026-09-19T04:00Z,complete,complete,1,428,457,885,0,328,0,557,100,457,,0,457,457,0,0,0,0,0,0,0,1
T2c_He_polarized_mix_02_2026-09-19_04-17-42,T2c_He_polarized_mix_02,T2c_He,He,polarized,mix_02,continuous,2026-09-19T04:00Z,complete,complete,1,455,360,815,0,287,0,528,168,360,,0,360,360,0,0,0,0,0,0,0,1
T2c_He_polarized_mix_03_2026-09-19_04-17-42,T2c_He_polarized_mix_03,T2c_He,He,polarized,mix_03,continuous,2026-09-19T04:00Z,complete,complete,1,486,375,861,0,318,0,543,168,375,,0,375,375,0,0,0,0,0,0,0,1
T2c_He_polarized_mix_04_2026-09-19_04-18-19,T2c_He_polarized_mix_04,T2c_He,He,polarized,mix_04,continuous,2026-09-19T04:00Z,complete,complete,1,509,211,720,0,255,0,465,254,211,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_polarized_mix_05_2026-09-19_04-18-21,T2c_He_polarized_mix_05,T2c_He,He,polarized,mix_05,continuous,2026-09-19T04:00Z,complete,complete,1,493,217,710,0,267,0,443,226,217,,0,217,217,0,0,0,0,0,0,0,1
T2c_He_random_er_mix_00_2026-09-19_02-54-09,T2c_He_random_er_mix_00,T2c_He,He,random_er,mix_00,continuous,2026-09-19T02:00Z,complete,complete,1,1148,0,1148,0,425,0,723,723,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_random_er_mix_01_2026-09-19_02-54-39,T2c_He_random_er_mix_01,T2c_He,He,random_er,mix_01,continuous,2026-09-19T02:00Z,complete,complete,1,795,0,795,0,307,0,488,488,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_random_er_mix_02_2026-09-19_02-54-46,T2c_He_random_er_mix_02,T2c_He,He,random_er,mix_02,continuous,2026-09-19T02:00Z,complete,complete,1,1261,0,1261,0,473,0,788,788,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_random_er_mix_03_2026-09-19_02-55-13,T2c_He_random_er_mix_03,T2c_He,He,random_er,mix_03,continuous,2026-09-19T02:00Z,complete,complete,1,944,0,944,0,345,0,599,599,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_random_er_mix_04_2026-09-19_03-11-03,T2c_He_random_er_mix_04,T2c_He,He,random_er,mix_04,continuous,2026-09-19T03:00Z,complete,complete,1,646,0,646,0,239,0,407,407,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_random_er_mix_05_2026-09-19_03-14-24,T2c_He_random_er_mix_05,T2c_He,He,random_er,mix_05,continuous,2026-09-19T03:00Z,complete,complete,1,399,0,399,0,143,0,256,256,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_ring_mix_00_2026-09-19_02-51-24,T2c_He_ring_mix_00,T2c_He,He,ring,mix_00,continuous,2026-09-19T02:00Z,complete,complete,1,73,0,73,0,33,0,40,40,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_ring_mix_01_2026-09-19_02-51-34,T2c_He_ring_mix_01,T2c_He,He,ring,mix_01,continuous,2026-09-19T02:00Z,complete,complete,1,79,0,79,0,36,0,43,43,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_ring_mix_02_2026-09-19_02-52-45,T2c_He_ring_mix_02,T2c_He,He,ring,mix_02,continuous,2026-09-19T02:00Z,complete,complete,1,77,0,77,0,37,0,40,40,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_ring_mix_03_2026-09-19_02-52-49,T2c_He_ring_mix_03,T2c_He,He,ring,mix_03,continuous,2026-09-19T02:00Z,complete,complete,1,50,0,50,0,24,0,26,26,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_ring_mix_04_2026-09-19_02-53-12,T2c_He_ring_mix_04,T2c_He,He,ring,mix_04,continuous,2026-09-19T02:00Z,complete,complete,1,71,0,71,0,31,0,40,40,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_ring_mix_05_2026-09-19_02-53-31,T2c_He_ring_mix_05,T2c_He,He,ring,mix_05,continuous,2026-09-19T02:00Z,complete,complete,1,72,0,72,0,34,0,38,38,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_scale_free_mix_00_2026-09-19_03-47-49,T2c_He_scale_free_mix_00,T2c_He,He,scale_free,mix_00,continuous,2026-09-19T03:00Z,complete,complete,1,1091,43,1134,0,421,46,713,713,0,,43,28,71,0,0,0,0,0,0,0,1
T2c_He_scale_free_mix_01_2026-09-19_03-50-20,T2c_He_scale_free_mix_01,T2c_He,He,scale_free,mix_01,continuous,2026-09-19T03:00Z,complete,complete,1,1191,30,1221,0,463,30,758,758,0,,30,0,30,0,0,0,0,0,0,0,1
T2c_He_scale_free_mix_02_2026-09-19_03-35-37,T2c_He_scale_free_mix_02,T2c_He,He,scale_free,mix_02,continuous,2026-09-19T03:00Z,complete,complete,1,1225,217,1442,0,541,0,901,684,217,,0,217,217,0,0,0,0,0,0,0,1
T2c_He_scale_free_mix_03_2026-09-19_03-35-37,T2c_He_scale_free_mix_03,T2c_He,He,scale_free,mix_03,continuous,2026-09-19T03:00Z,complete,complete,1,738,0,738,0,274,0,464,464,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_scale_free_mix_04_2026-09-19_04-02-50,T2c_He_scale_free_mix_04,T2c_He,He,scale_free,mix_04,continuous,2026-09-19T04:00Z,complete,complete,1,1141,0,1141,0,407,0,734,734,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_scale_free_mix_05_2026-09-19_04-05-58,T2c_He_scale_free_mix_05,T2c_He,He,scale_free,mix_05,continuous,2026-09-19T04:00Z,complete,complete,1,1123,297,1420,0,505,1,915,618,297,,0,297,297,0,0,0,0,0,0,0,1
T2c_He_small_world_mix_00_2026-09-19_03-18-01,T2c_He_small_world_mix_00,T2c_He,He,small_world,mix_00,continuous,2026-09-19T03:00Z,complete,complete,1,963,0,963,0,362,3,601,601,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_small_world_mix_01_2026-09-19_03-21-24,T2c_He_small_world_mix_01,T2c_He,He,small_world,mix_01,continuous,2026-09-19T03:00Z,complete,complete,1,981,0,981,0,371,0,610,610,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_small_world_mix_02_2026-09-19_03-22-26,T2c_He_small_world_mix_02,T2c_He,He,small_world,mix_02,continuous,2026-09-19T03:00Z,complete,complete,1,1412,0,1412,0,508,0,904,904,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_small_world_mix_03_2026-09-19_03-23-28,T2c_He_small_world_mix_03,T2c_He,He,small_world,mix_03,continuous,2026-09-19T03:00Z,complete,complete,1,1201,0,1201,0,452,0,749,749,0,,0,0,0,0,0,0,0,0,0,0,1
T2c_He_small_world_mix_04_2026-09-19_03-37-44,T2c_He_small_world_mix_04,T2c_He,He,small_world,mix_04,continuous,2026-09-19T03:00Z,complete,complete,1,1216,194,1410,0,524,0,886,692,194,,0,194,194,0,0,0,0,0,0,0,1
T2c_He_small_world_mix_05_2026-09-19_03-41-18,T2c_He_small_world_mix_05,T2c_He,He,small_world,mix_05,continuous,2026-09-19T03:00Z,complete,complete,1,1194,173,1367,0,514,0,853,680,173,,0,173,173,0,0,0,0,0,0,0,1
T2d_H_echo_chamber_biodiversity_food_security_2026-09-19_02-50-24,T2d_H_echo_chamber_biodiversity_food_security,T2d_H,H,echo_chamber,biodiversity_food_security,dual,2026-09-19T02:00Z,complete,complete,1,1372,0,1372,0,308,0,532,532,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_echo_chamber_climate_action_advocate_2026-09-19_02-50-24,T2d_H_echo_chamber_climate_action_advocate,T2d_H,H,echo_chamber,climate_action_advocate,dual,2026-09-19T02:00Z,complete,complete,1,1709,0,1709,0,373,0,668,668,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_echo_chamber_climate_justice_youth_2026-09-19_02-50-24,T2d_H_echo_chamber_climate_justice_youth,T2d_H,H,echo_chamber,climate_justice_youth,dual,2026-09-19T02:00Z,complete,complete,1,2098,0,2098,0,478,0,810,810,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_echo_chamber_climate_scientist_2026-09-19_02-50-24,T2d_H_echo_chamber_climate_scientist,T2d_H,H,echo_chamber,climate_scientist,dual,2026-09-19T02:00Z,complete,complete,1,1778,0,1778,0,414,0,682,682,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_echo_chamber_conspiracy_believer_2026-09-19_03-07-58,T2d_H_echo_chamber_conspiracy_believer,T2d_H,H,echo_chamber,conspiracy_believer,dual,2026-09-19T03:00Z,complete,complete,1,1692,0,1692,0,388,25,652,652,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_echo_chamber_conspiracy_climate_piggyback_2026-09-19_03-11-22,T2d_H_echo_chamber_conspiracy_climate_piggyback,T2d_H,H,echo_chamber,conspiracy_climate_piggyback,dual,2026-09-19T03:00Z,complete,complete,1,2163,0,2163,0,479,6,842,842,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_echo_chamber_conspiracy_depopulation_2026-09-19_03-15-16,T2d_H_echo_chamber_conspiracy_depopulation,T2d_H,H,echo_chamber,conspiracy_depopulation,dual,2026-09-19T03:00Z,complete,complete,1,2141,0,2141,0,491,0,825,825,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_echo_chamber_conspiracy_haarp_weather_2026-09-19_03-15-42,T2d_H_echo_chamber_conspiracy_haarp_weather,T2d_H,H,echo_chamber,conspiracy_haarp_weather,dual,2026-09-19T03:00Z,complete,complete,1,2051,0,2051,0,445,1,803,803,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_echo_chamber_environmental_concern_2026-09-19_03-32-51,T2d_H_echo_chamber_environmental_concern,T2d_H,H,echo_chamber,environmental_concern,dual,2026-09-19T03:00Z,complete,complete,1,1745,0,1745,0,397,0,674,674,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_echo_chamber_mitigation_first_policy_2026-09-19_03-38-45,T2d_H_echo_chamber_mitigation_first_policy,T2d_H,H,echo_chamber,mitigation_first_policy,dual,2026-09-19T03:00Z,complete,complete,1,1437,206,1647,4,381,0,633,521,112,,0,112,112,0,0,0,0,0,0,0,1
T2d_H_echo_chamber_ozone_stratosphere_specialist_2026-09-19_03-40-35,T2d_H_echo_chamber_ozone_stratosphere_specialist,T2d_H,H,echo_chamber,ozone_stratosphere_specialist,dual,2026-09-19T03:00Z,complete,complete,1,1293,129,1424,2,320,0,552,479,73,,0,73,73,0,0,0,0,0,0,0,1
T2d_H_echo_chamber_science_journalist_2026-09-19_03-42-36,T2d_H_echo_chamber_science_journalist,T2d_H,H,echo_chamber,science_journalist,dual,2026-09-19T03:00Z,complete,complete,1,1017,407,1426,2,320,0,553,327,226,,0,226,226,0,0,0,0,0,0,0,1
T2d_H_hierarchical_biodiversity_food_security_2026-09-19_03-55-30,T2d_H_hierarchical_biodiversity_food_security,T2d_H,H,hierarchical,biodiversity_food_security,dual,2026-09-19T03:00Z,complete,complete,1,805,29,834,0,190,29,322,322,0,,29,0,29,0,0,0,0,0,0,0,1
T2d_H_hierarchical_climate_action_advocate_2026-09-19_03-57-42,T2d_H_hierarchical_climate_action_advocate,T2d_H,H,hierarchical,climate_action_advocate,dual,2026-09-19T03:00Z,complete,complete,1,664,27,691,0,169,27,261,261,0,,27,0,27,0,0,0,0,0,0,0,1
T2d_H_hierarchical_climate_justice_youth_2026-09-19_03-57-50,T2d_H_hierarchical_climate_justice_youth,T2d_H,H,hierarchical,climate_justice_youth,dual,2026-09-19T03:00Z,complete,complete,1,938,13,951,0,209,13,371,371,0,,13,0,13,0,0,0,0,0,0,0,1
T2d_H_hierarchical_climate_scientist_2026-09-19_03-58-00,T2d_H_hierarchical_climate_scientist,T2d_H,H,hierarchical,climate_scientist,dual,2026-09-19T03:00Z,complete,complete,1,724,41,765,0,175,41,295,295,0,,41,0,41,0,0,0,0,0,0,0,1
T2d_H_hierarchical_conspiracy_believer_2026-09-19_04-05-15,T2d_H_hierarchical_conspiracy_believer,T2d_H,H,hierarchical,conspiracy_believer,dual,2026-09-19T04:00Z,complete,complete,1,968,0,968,0,216,12,376,376,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_hierarchical_conspiracy_climate_piggyback_2026-09-19_04-05-59,T2d_H_hierarchical_conspiracy_climate_piggyback,T2d_H,H,hierarchical,conspiracy_climate_piggyback,dual,2026-09-19T04:00Z,complete,complete,1,781,0,781,0,177,1,302,302,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_hierarchical_conspiracy_depopulation_2026-09-19_04-06-38,T2d_H_hierarchical_conspiracy_depopulation,T2d_H,H,hierarchical,conspiracy_depopulation,dual,2026-09-19T04:00Z,complete,complete,1,521,0,521,0,127,0,197,197,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_hierarchical_conspiracy_haarp_weather_2026-09-19_04-09-49,T2d_H_hierarchical_conspiracy_haarp_weather,T2d_H,H,hierarchical,conspiracy_haarp_weather,dual,2026-09-19T04:00Z,complete,complete,1,871,0,871,0,185,0,343,343,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_hierarchical_environmental_concern_2026-09-19_04-13-49,T2d_H_hierarchical_environmental_concern,T2d_H,H,hierarchical,environmental_concern,dual,2026-09-19T04:00Z,complete,complete,1,870,0,870,0,190,0,340,340,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_hierarchical_mitigation_first_policy_2026-09-19_04-16-30,T2d_H_hierarchical_mitigation_first_policy,T2d_H,H,hierarchical,mitigation_first_policy,dual,2026-09-19T04:00Z,complete,complete,1,662,0,662,0,154,0,254,254,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_hierarchical_ozone_stratosphere_specialist_2026-09-19_04-17-32,T2d_H_hierarchical_ozone_stratosphere_specialist,T2d_H,H,hierarchical,ozone_stratosphere_specialist,dual,2026-09-19T04:00Z,complete,complete,1,850,0,850,0,194,0,328,328,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_hierarchical_science_journalist_2026-09-19_04-20-14,T2d_H_hierarchical_science_journalist,T2d_H,H,hierarchical,science_journalist,dual,2026-09-19T04:00Z,complete,complete,1,664,0,664,0,148,0,258,258,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_linear_chain_biodiversity_food_security_2026-09-19_02-53-05,T2d_H_linear_chain_biodiversity_food_security,T2d_H,H,linear_chain,biodiversity_food_security,dual,2026-09-19T02:00Z,complete,complete,1,130,0,130,0,38,0,46,46,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_linear_chain_climate_action_advocate_2026-09-19_02-50-54,T2d_H_linear_chain_climate_action_advocate,T2d_H,H,linear_chain,climate_action_advocate,dual,2026-09-19T02:00Z,complete,complete,1,137,0,137,0,45,0,46,46,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_linear_chain_climate_justice_youth_2026-09-19_02-51-14,T2d_H_linear_chain_climate_justice_youth,T2d_H,H,linear_chain,climate_justice_youth,dual,2026-09-19T02:00Z,complete,complete,1,123,0,123,0,39,0,42,42,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_linear_chain_climate_scientist_2026-09-19_02-53-33,T2d_H_linear_chain_climate_scientist,T2d_H,H,linear_chain,climate_scientist,dual,2026-09-19T02:00Z,complete,complete,1,135,0,135,0,43,0,46,46,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_linear_chain_conspiracy_believer_2026-09-19_02-49-25,T2d_H_linear_chain_conspiracy_believer,T2d_H,H,linear_chain,conspiracy_believer,dual,2026-09-19T02:00Z,complete,complete,1,100,0,100,0,28,1,36,36,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_linear_chain_conspiracy_climate_piggyback_2026-09-19_02-49-25,T2d_H_linear_chain_conspiracy_climate_piggyback,T2d_H,H,linear_chain,conspiracy_climate_piggyback,dual,2026-09-19T02:00Z,complete,complete,1,116,0,116,0,36,1,40,40,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_linear_chain_conspiracy_depopulation_2026-09-19_02-49-25,T2d_H_linear_chain_conspiracy_depopulation,T2d_H,H,linear_chain,conspiracy_depopulation,dual,2026-09-19T02:00Z,complete,complete,1,90,0,90,0,28,0,31,31,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_linear_chain_conspiracy_haarp_weather_2026-09-19_02-49-25,T2d_H_linear_chain_conspiracy_haarp_weather,T2d_H,H,linear_chain,conspiracy_haarp_weather,dual,2026-09-19T02:00Z,complete,complete,1,122,0,122,0,38,0,42,42,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_linear_chain_environmental_concern_2026-09-19_02-51-20,T2d_H_linear_chain_environmental_concern,T2d_H,H,linear_chain,environmental_concern,dual,2026-09-19T02:00Z,complete,complete,1,125,0,125,0,37,0,44,44,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_linear_chain_mitigation_first_policy_2026-09-19_02-51-19,T2d_H_linear_chain_mitigation_first_policy,T2d_H,H,linear_chain,mitigation_first_policy,dual,2026-09-19T02:00Z,complete,complete,1,135,0,135,0,43,0,46,46,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_linear_chain_ozone_stratosphere_specialist_2026-09-19_02-53-04,T2d_H_linear_chain_ozone_stratosphere_specialist,T2d_H,H,linear_chain,ozone_stratosphere_specialist,dual,2026-09-19T02:00Z,complete,complete,1,132,0,132,0,42,1,45,45,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_linear_chain_science_journalist_2026-09-19_02-54-17,T2d_H_linear_chain_science_journalist,T2d_H,H,linear_chain,science_journalist,dual,2026-09-19T02:00Z,complete,complete,1,103,0,103,0,31,0,36,36,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_polarized_biodiversity_food_security_2026-09-19_04-25-13,T2d_H_polarized_biodiversity_food_security,T2d_H,H,polarized,biodiversity_food_security,dual,2026-09-19T04:00Z,complete,complete,1,221,1273,1495,1,339,180,578,8,570,,180,570,750,0,0,0,0,0,0,0,1
T2d_H_polarized_climate_action_advocate_2026-09-19_04-30-42,T2d_H_polarized_climate_action_advocate,T2d_H,H,polarized,climate_action_advocate,dual,2026-09-19T04:00Z,complete,complete,1,119,1295,1414,0,314,291,550,26,524,,379,1161,1540,0,0,0,0,0,0,0,1
T2d_H_polarized_climate_justice_youth_2026-09-19_04-30-59,T2d_H_polarized_climate_justice_youth,T2d_H,H,polarized,climate_justice_youth,dual,2026-09-19T04:00Z,complete,complete,1,342,1074,1416,0,316,296,550,142,408,,330,1102,1432,0,0,0,0,0,0,0,1
T2d_H_polarized_climate_scientist_2026-09-19_04-28-33,T2d_H_polarized_climate_scientist,T2d_H,H,polarized,climate_scientist,dual,2026-09-19T04:00Z,complete,complete,1,163,1621,1785,1,401,340,692,16,676,,340,676,1016,0,0,0,0,0,0,0,1
T2d_H_polarized_conspiracy_believer_2026-09-19_04-17-42,T2d_H_polarized_conspiracy_believer,T2d_H,H,polarized,conspiracy_believer,dual,2026-09-19T04:00Z,complete,complete,1,457,1358,1817,2,413,56,702,22,680,,38,680,718,0,0,0,0,0,0,0,1
T2d_H_polarized_conspiracy_climate_piggyback_2026-09-19_04-17-42,T2d_H_polarized_conspiracy_climate_piggyback,T2d_H,H,polarized,conspiracy_climate_piggyback,dual,2026-09-19T04:00Z,complete,complete,1,433,1178,1612,1,368,45,622,19,603,,32,603,635,0,0,0,0,0,0,0,1
T2d_H_polarized_conspiracy_depopulation_2026-09-19_04-17-42,T2d_H_polarized_conspiracy_depopulation,T2d_H,H,polarized,conspiracy_depopulation,dual,2026-09-19T04:00Z,complete,complete,1,582,913,1496,1,332,0,582,92,490,,0,490,490,0,0,0,0,0,0,0,1
T2d_H_polarized_conspiracy_haarp_weather_2026-09-19_04-17-42,T2d_H_polarized_conspiracy_haarp_weather,T2d_H,H,polarized,conspiracy_haarp_weather,dual,2026-09-19T04:00Z,complete,complete,1,494,1149,1644,1,368,7,638,30,608,,6,608,614,0,0,0,0,0,0,0,1
T2d_H_polarized_environmental_concern_2026-09-19_04-31-45,T2d_H_polarized_environmental_concern,T2d_H,H,polarized,environmental_concern,dual,2026-09-19T04:00Z,complete,complete,1,1450,270,1720,0,384,270,668,668,0,,338,318,656,0,0,0,0,0,0,0,1
T2d_H_polarized_mitigation_first_policy_2026-09-19_04-32-04,T2d_H_polarized_mitigation_first_policy,T2d_H,H,polarized,mitigation_first_policy,dual,2026-09-19T04:00Z,complete,complete,1,1193,193,1386,0,312,193,537,537,0,,377,23,400,0,0,0,0,0,0,0,1
T2d_H_polarized_ozone_stratosphere_specialist_2026-09-19_04-49-20,T2d_H_polarized_ozone_stratosphere_specialist,T2d_H,H,polarized,ozone_stratosphere_specialist,dual,2026-09-19T04:00Z,running,in_progress,1,0,0,1725,1725,399,0,663,578,85,,0,0,0,0,0,0,0,0,0,1,1
T2d_H_polarized_science_journalist_2026-09-19_04-33-08,T2d_H_polarized_science_journalist,T2d_H,H,polarized,science_journalist,dual,2026-09-19T04:00Z,complete,complete,1,1811,0,1811,0,413,0,699,699,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_random_er_biodiversity_food_security_2026-09-19_03-35-36,T2d_H_random_er_biodiversity_food_security,T2d_H,H,random_er,biodiversity_food_security,dual,2026-09-19T03:00Z,complete,complete,1,1468,0,1468,0,316,0,576,576,0,,0,0,0,0,0,0,0,0,0,0,1
