experimentName,selectedRunDir,nRunDirectories,nCompleteRuns,nCleanCompleteRuns,cleanReplacementRunDirs,hasCleanReplacement
T2d_H_scale_free_conspiracy_believer,T2d_H_scale_free_conspiracy_believer_2026-09-19_03-35-37,1,1,0,,False
T2d_H_scale_free_conspiracy_climate_piggyback,T2d_H_scale_free_conspiracy_climate_piggyback_2026-09-19_03-57-24,1,1,0,,False
T2d_H_scale_free_conspiracy_depopulation,T2d_H_scale_free_conspiracy_depopulation_2026-09-19_03-35-38,1,1,0,,False
T2d_H_scale_free_conspiracy_haarp_weather,T2d_H_scale_free_conspiracy_haarp_weather_2026-09-19_03-35-37,1,1,0,,False
T2d_H_scale_free_environmental_concern,T2d_H_scale_free_environmental_concern_2026-09-19_04-25-49,1,1,0,,False
T2d_H_scale_free_mitigation_first_policy,T2d_H_scale_free_mitigation_first_policy_2026-09-19_04-31-40,2,2,0,,False
T2d_H_scale_free_ozone_stratosphere_specialist,T2d_H_scale_free_ozone_stratosphere_specialist_2026-09-19_04-26-57,1,1,0,,False
T2d_H_scale_free_science_journalist,T2d_H_scale_free_science_journalist_2026-09-19_04-42-29,2,2,0,,False
T2d_H_small_world_biodiversity_food_security,T2d_H_small_world_biodiversity_food_security_2026-09-19_04-26-39,2,2,0,,False
T2d_H_small_world_climate_action_advocate,T2d_H_small_world_climate_action_advocate_2026-09-19_03-58-13,2,2,0,,False
T2d_H_small_world_climate_justice_youth,T2d_H_small_world_climate_justice_youth_2026-09-19_03-58-03,2,2,1,T2d_H_small_world_climate_justice_youth_2026-09-19_03-58-27,True
T2d_H_small_world_climate_scientist,T2d_H_small_world_climate_scientist_2026-09-19_04-26-13,2,2,0,,False
T2d_H_small_world_conspiracy_believer,T2d_H_small_world_conspiracy_believer_2026-09-19_03-35-37,2,2,0,,False
T2d_H_small_world_conspiracy_climate_piggyback,T2d_H_small_world_conspiracy_climate_piggyback_2026-09-19_03-35-38,1,1,0,,False
T2d_H_small_world_conspiracy_depopulation,T2d_H_small_world_conspiracy_depopulation_2026-09-19_03-35-37,1,1,0,,False
T2d_H_small_world_conspiracy_haarp_weather,T2d_H_small_world_conspiracy_haarp_weather_2026-09-19_03-52-51,2,2,0,,False
T2d_H_small_world_environmental_concern,T2d_H_small_world_environmental_concern_2026-09-19_04-19-41,2,2,0,,False
T2d_H_small_world_mitigation_first_policy,T2d_H_small_world_mitigation_first_policy_2026-09-19_04-00-25,2,2,1,T2d_H_small_world_mitigation_first_policy_2026-09-19_04-00-15,True
T2d_H_small_world_ozone_stratosphere_specialist,T2d_H_small_world_ozone_stratosphere_specialist_2026-09-19_04-21-34,2,2,0,,False
T2d_H_small_world_science_journalist,T2d_H_small_world_science_journalist_2026-09-19_04-31-18,2,2,0,,False
T2d_He_echo_chamber_mix_00,T2d_He_echo_chamber_mix_00_2026-09-19_04-17-36,2,2,0,,False
T2d_He_echo_chamber_mix_01,T2d_He_echo_chamber_mix_01_2026-09-19_04-20-32,2,2,0,,False
T2d_He_echo_chamber_mix_02,T2d_He_echo_chamber_mix_02_2026-09-19_04-13-27,1,1,0,,False
T2d_He_echo_chamber_mix_03,T2d_He_echo_chamber_mix_03_2026-09-19_04-13-27,1,1,0,,False
T2d_He_echo_chamber_mix_04,T2d_He_echo_chamber_mix_04_2026-09-19_04-30-50,2,2,0,,False
T2d_He_echo_chamber_mix_05,T2d_He_echo_chamber_mix_05_2026-09-19_04-30-13,2,2,0,,False
T2d_He_hierarchical_mix_00,T2d_He_hierarchical_mix_00_2026-09-19_04-17-53,1,1,0,,False
T2d_He_hierarchical_mix_01,T2d_He_hierarchical_mix_01_2026-09-19_04-17-53,1,1,0,,False
T2d_He_hierarchical_mix_02,T2d_He_hierarchical_mix_02_2026-09-19_04-17-53,1,1,0,,False
T2d_He_hierarchical_mix_03,T2d_He_hierarchical_mix_03_2026-09-19_04-17-53,1,1,0,,False
T2d_He_hierarchical_mix_04,T2d_He_hierarchical_mix_04_2026-09-19_04-18-25,1,1,0,,False
T2d_He_hierarchical_mix_05,T2d_He_hierarchical_mix_05_2026-09-19_04-18-58,1,1,0,,False
T2d_He_linear_chain_mix_00,T2d_He_linear_chain_mix_00_2026-09-19_02-49-25,1,1,0,,False
T2d_He_linear_chain_mix_01,T2d_He_linear_chain_mix_01_2026-09-19_02-49-25,1,1,0,,False
T2d_He_linear_chain_mix_02,T2d_He_linear_chain_mix_02_2026-09-19_02-49-25,1,1,0,,False
T2d_He_linear_chain_mix_03,T2d_He_linear_chain_mix_03_2026-09-19_02-49-25,1,1,0,,False
T2d_He_linear_chain_mix_04,T2d_He_linear_chain_mix_04_2026-09-19_02-51-04,1,1,0,,False
T2d_He_linear_chain_mix_05,T2d_He_linear_chain_mix_05_2026-09-19_02-51-37,1,1,0,,False
T2d_He_polarized_mix_00,T2d_He_polarized_mix_00_2026-09-19_04-17-42,1,1,0,,False
T2d_He_polarized_mix_01,T2d_He_polarized_mix_01_2026-09-19_04-17-42,1,1,0,,False
T2d_He_polarized_mix_02,T2d_He_polarized_mix_02_2026-09-19_04-30-58,2,2,0,,False
T2d_He_polarized_mix_03,T2d_He_polarized_mix_03_2026-09-19_04-17-42,1,1,0,,False
T2d_He_polarized_mix_04,T2d_He_polarized_mix_04_2026-09-19_04-31-09,2,2,0,,False
T2d_He_polarized_mix_05,T2d_He_polarized_mix_05_2026-09-19_04-32-03,2,2,0,,False
T2d_He_random_er_mix_00,T2d_He_random_er_mix_00_2026-09-19_02-54-27,1,1,0,,False
T2d_He_random_er_mix_01,T2d_He_random_er_mix_01_2026-09-19_02-55-24,1,1,0,,False
T2d_He_random_er_mix_02,T2d_He_random_er_mix_02_2026-09-19_02-55-34,1,1,0,,False
T2d_He_random_er_mix_03,T2d_He_random_er_mix_03_2026-09-19_02-55-43,1,1,0,,False
T2d_He_random_er_mix_04,T2d_He_random_er_mix_04_2026-09-19_03-10-20,1,1,0,,False
T2d_He_random_er_mix_05,T2d_He_random_er_mix_05_2026-09-19_03-13-24,1,1,0,,False
T2d_He_ring_mix_00,T2d_He_ring_mix_00_2026-09-19_02-51-38,1,1,0,,False
T2d_He_ring_mix_01,T2d_He_ring_mix_01_2026-09-19_02-51-42,1,1,0,,False
T2d_He_ring_mix_02,T2d_He_ring_mix_02_2026-09-19_02-52-47,1,1,0,,False
T2d_He_ring_mix_03,T2d_He_ring_mix_03_2026-09-19_02-53-37,1,1,0,,False
T2d_He_ring_mix_04,T2d_He_ring_mix_04_2026-09-19_02-53-38,1,1,0,,False
T2d_He_ring_mix_05,T2d_He_ring_mix_05_2026-09-19_02-53-59,1,1,0,,False
T2d_He_scale_free_mix_00,T2d_He_scale_free_mix_00_2026-09-19_03-51-44,2,2,0,,False
T2d_He_scale_free_mix_01,T2d_He_scale_free_mix_01_2026-09-19_03-58-06,2,2,0,,False
T2d_He_scale_free_mix_02,T2d_He_scale_free_mix_02_2026-09-19_03-35-38,1,1,0,,False
T2d_He_scale_free_mix_03,T2d_He_scale_free_mix_03_2026-09-19_03-58-06,2,2,0,,False
T2d_He_scale_free_mix_04,T2d_He_scale_free_mix_04_2026-09-19_04-09-07,2,2,0,,False
T2d_He_scale_free_mix_05,T2d_He_scale_free_mix_05_2026-09-19_04-16-26,2,2,0,,False
T2d_He_small_world_mix_00,T2d_He_small_world_mix_00_2026-09-19_03-13-39,1,1,0,,False
T2d_He_small_world_mix_01,T2d_He_small_world_mix_01_2026-09-19_03-22-40,1,1,0,,False
T2d_He_small_world_mix_02,T2d_He_small_world_mix_02_2026-09-19_03-32-31,1,1,0,,False
T2d_He_small_world_mix_03,T2d_He_small_world_mix_03_2026-09-19_03-33-19,1,1,0,,False
T2d_He_small_world_mix_04,T2d_He_small_world_mix_04_2026-09-19_03-42-38,1,1,0,,False
T2d_He_small_world_mix_05,T2d_He_small_world_mix_05_2026-09-19_03-50-30,1,1,0,,False
